Row Labels,Targeting,Recency,Sum of Viewability,Sum of Active View: Measurable Impressions,Sum of Active View: Viewable Impressions,Sum of Impressions,Sum of Quotes,Sum of Spend,Viewgroup
Start quote__O-F5QT_Aviva_UK_AD_2016_Feb_Car Insurance_Retargeting_AvivaUK_Car_REM_RTB_Other_Start Quote_P7B0RC_VIVAKI AOD_Desktop Retargeting_NULL_160 x 600,Start quote,,0.550072422,29687,16330,30181,19,104.454357,50%+
Start quote__O-FZKM_Aviva_UK_AD_2016_Mar_Car Insurance_Retargeting_AvivaUK_Car_REM_RTB_Other_Start Quote_P7T5W0_VIVAKI AOD_Retargeting_NULL_160 x 600,Start quote,,0.548282188,35976,19725,36561,33,130.676222,50%+
Start quote__O-HFG9_Aviva_UK_AD_2016_May_Car Insurance_Retargeting_AvivaUK_Car_REM_RTB_Yahoo_Start Quote_P8TKF2_VIVAKI AOD_Retargeting_Desktop_728 x 90,Start quote,,0.537209302,430,231,443,,1.96503,50%+
Start quote__O-F5QT_Aviva_UK_AD_2016_Feb_Car Insurance_Retargeting_AvivaUK_Car_REM_RTB_MSFT_Start Quote_P7B0R9_VIVAKI AOD_Desktop Retargeting_NULL_728 x 90,Start quote,,0.528,27375,14454,30954,99,215.602273,50%+
Start quote__O-HZNC_Aviva_UK_AD_2016_June_Car Insurance_Retargeting_AvivaUK_Car_REM_RTB_Other_Start Quote_P95QJL_VIVAKI AOD_RON_Retargeting_300 x 250,Start quote,,0.525338603,170037,89327,177941,74,671.036857,50%+
Start quote__O-FZKM_Aviva_UK_AD_2016_Mar_Car Insurance_Retargeting_AvivaUK_Car_REM_RTB_MSFT_Start Quote_P7T5VY_VIVAKI AOD_Retargeting_NULL_728 x 90,Start quote,,0.521410432,34259,17863,38695,105,267.324093,50%+
Start quote__O-HFG9_Aviva_UK_AD_2016_May_Car Insurance_Retargeting_AvivaUK_Car_REM_RTB_MSFT_Start Quote_P8TKF2_VIVAKI AOD_Retargeting_Desktop_728 x 90,Start quote,,0.516070635,31486,16249,35800,114,248.52858,50%+
Start quote__O-GGF8_Aviva_UK_AD_2016_April_Car Insurance_Retargeting_AvivaUK_Car_REM_RTB_Top Converter Channel_Start Quote_P87QGT_VIVAKI AOD_Retargeting_300 x 250,Start quote,,0.514980825,8344,4297,8654,7,42.199887,50%+
Start quote__O-HFG9_Aviva_UK_AD_2016_May_Car Insurance_Retargeting_AvivaUK_Car_REM_RTB_Ebay_Start Quote_P8TKF3_VIVAKI AOD_Retargeting_Desktop_160 x 600,Start quote,,0.512841502,29319,15036,30239,7,190.258485,50%+
Start quote__O-GGF8_Aviva_UK_AD_2016_April_Car Insurance_Retargeting_AvivaUK_Car_REM_RTB_MSFT_Start Quote_P87QGV_VIVAKI AOD_Retargeting_728 x 90,Start quote,,0.51007261,36634,18686,41954,115,282.761305,50%+
Start quote__O-HFG9_Aviva_UK_AD_2016_May_Car Insurance_Retargeting_AvivaUK_Car_REM_RTB_Other_Start Quote_P8TKF1_VIVAKI AOD_Retargeting_Desktop_300 x 250,Start quote,,0.505261159,179048,90466,186325,84,703.245535,50%+
Start quote__O-GGF8_Aviva_UK_AD_2016_April_Car Insurance_Retargeting_AvivaUK_Car_REM_RTB_Ebay_Start Quote_P87QGW_VIVAKI AOD_Retargeting_160 x 600,Start quote,,0.490067114,29800,14604,30561,16,189.105577,40%+
Start quote__O-HZNC_Aviva_UK_AD_2016_June_Car Insurance_Retargeting_AvivaUK_Car_REM_RTB_Ebay_Start Quote_P95QJN_VIVAKI AOD_RON_Retargeting_160 x 600,Start quote,,0.487456488,24993,12183,25965,3,150.986252,40%+
Start quote__O-GGF8_Aviva_UK_AD_2016_April_Car Insurance_Retargeting_AvivaUK_Car_REM_RTB_Other_Start Quote_P87QGT_VIVAKI AOD_Retargeting_300 x 250,Start quote,,0.480018391,82651,39674,85423,71,317.535272,40%+
Start quote__O-FZKM_Aviva_UK_AD_2016_Mar_Car Insurance_Retargeting_AvivaUK_Car_REM_RTB_Ebay_Start Quote_P7T5W0_VIVAKI AOD_Retargeting_NULL_160 x 600,Start quote,,0.472329345,30339,14330,31158,20,182.496593,40%+
Start quote__O-F5QT_Aviva_UK_AD_2016_Feb_Car Insurance_Retargeting_AvivaUK_Car_REM_RTB_Other_Start Quote_P7B0R6_VIVAKI AOD_Desktop Retargeting_NULL_300 x 250,Start quote,,0.468408997,55443,25970,57615,83,204.989256,40%+
Start quote__O-FZKM_Aviva_UK_AD_2016_Mar_Car Insurance_Retargeting_AvivaUK_Car_REM_RTB_Other_Start Quote_P7T5VZ_VIVAKI AOD_Retargeting_NULL_300 x 250,Start quote,,0.459178915,66473,30523,68927,49,249.031399,40%+
Start quote__O-F5QT_Aviva_UK_AD_2016_Feb_Car Insurance_Retargeting_AvivaUK_Car_REM_RTB_Top Converter Channel_Start Quote_P7B0R9_VIVAKI AOD_Desktop Retargeting_NULL_728 x 90,Start quote,,0.453529069,10286,4665,10646,6,50.039227,40%+
Start quote__O-F5QT_Aviva_UK_AD_2016_Feb_Car Insurance_Retargeting_AvivaUK_Car_REM_RTB_Top Converter Channel_Start Quote_P7B0R6_VIVAKI AOD_Desktop Retargeting_NULL_300 x 250,Start quote,,0.448851204,7312,3282,7688,12,36.80445,40%+
Start quote__O-FZKM_Aviva_UK_AD_2016_Mar_Car Insurance_Retargeting_AvivaUK_Car_REM_RTB_Top Converter Channel_Start Quote_P7T5VZ_VIVAKI AOD_Retargeting_NULL_300 x 250,Start quote,,0.429064997,9262,3974,9687,4,47.201102,40%+
Start quote__O-HZNC_Aviva_UK_AD_2016_June_Car Insurance_Retargeting_AvivaUK_Car_REM_RTB_Top Converter Channel_Start Quote_P95QJL_VIVAKI AOD_RON_Retargeting_300 x 250,Start quote,,0.415534514,7287,3028,7805,11,39.702667,40%+
Start quote__O-F5QT_Aviva_UK_AD_2016_Feb_Car Insurance_Retargeting_AvivaUK_Car_REM_RTB_Yahoo_Start Quote_P7B0R9_VIVAKI AOD_Desktop Retargeting_NULL_728 x 90,Start quote,,0.415162455,554,230,570,1,2.566443,40%+
Start quote__O-HFG9_Aviva_UK_AD_2016_May_Car Insurance_Retargeting_AvivaUK_Car_REM_RTB_Top Converter Channel_Start Quote_P8TKF1_VIVAKI AOD_Retargeting_Desktop_300 x 250,Start quote,,0.412398922,2968,1224,3176,2,15.248658,40%+
Start quote__O-GGF8_Aviva_UK_AD_2016_April_Car Insurance_Retargeting_AvivaUK_Car_REM_RTB_Yahoo_Start Quote_P87QGV_VIVAKI AOD_Retargeting_728 x 90,Start quote,,0.39672956,3975,1577,4073,1,22.754294,30%+
Start quote__O-HZNC_Aviva_UK_AD_2016_June_Car Insurance_Retargeting_AvivaUK_Car_REM_RTB_Top Converter Channel_Start Quote_P95QJM_VIVAKI AOD_RON_Retargeting_728 x 90,Start quote,,0.396511196,8083,3205,8361,18,37.694259,30%+
Start quote__O-F5QT_Aviva_UK_AD_2016_Feb_Car Insurance_Retargeting_AvivaUK_Car_REM_RTB_Other_Start Quote_P7B0R9_VIVAKI AOD_Desktop Retargeting_NULL_728 x 90,Start quote,,0.394857695,66196,26138,67051,45,245.021496,30%+
Start quote__O-HZNC_Aviva_UK_AD_2016_June_Car Insurance_Retargeting_AvivaUK_Car_REM_RTB_Yahoo_Start Quote_P95QJM_VIVAKI AOD_RON_Retargeting_728 x 90,Start quote,,0.39084507,568,222,586,,2.646133,30%+
Start quote__O-FZKM_Aviva_UK_AD_2016_Mar_Car Insurance_Retargeting_AvivaUK_Car_REM_RTB_Top Converter Channel_Start Quote_P7T5VY_VIVAKI AOD_Retargeting_NULL_728 x 90,Start quote,,0.389345965,12033,4685,12483,2,59.480935,30%+
Start quote__O-FZKM_Aviva_UK_AD_2016_Mar_Car Insurance_Retargeting_AvivaUK_Car_REM_RTB_Other_Start Quote_P7T5VY_VIVAKI AOD_Retargeting_NULL_728 x 90,Start quote,,0.388505256,74869,29087,75920,67,276.894434,30%+
Start quote__O-GGF8_Aviva_UK_AD_2016_April_Car Insurance_Retargeting_AvivaUK_Car_REM_RTB_Other_Start Quote_P87QGV_VIVAKI AOD_Retargeting_728 x 90,Start quote,,0.380215114,85257,32416,86694,69,308.059068,30%+
Start quote__O-HZNC_Aviva_UK_AD_2016_June_Car Insurance_Retargeting_AvivaUK_Car_REM_RTB_Other_Start Quote_P95QJM_VIVAKI AOD_RON_Retargeting_728 x 90,Start quote,,0.374127921,141759,53036,144741,74,537.713639,30%+
Start quote__O-F5QT_Aviva_UK_AD_2016_Feb_Car Insurance_Retargeting_AvivaUK_Car_REM_RTB_Ebay_Start Quote_P7B0RC_VIVAKI AOD_Desktop Retargeting_NULL_160 x 600,Start quote,,0.360943775,17928,6471,18506,13,108.651276,30%+
Start quote__O-HFG9_Aviva_UK_AD_2016_May_Car Insurance_Retargeting_AvivaUK_Car_REM_RTB_Other_Start Quote_P8TKF2_VIVAKI AOD_Retargeting_Desktop_728 x 90,Start quote,,0.360386055,161635,58251,165168,72,615.603746,30%+
Start quote__O-GGF8_Aviva_UK_AD_2016_April_Car Insurance_Retargeting_AvivaUK_Car_REM_RTB_Ebay_Start Quote_P87QGV_VIVAKI AOD_Retargeting_728 x 90,Start quote,,0.349521508,62906,21987,64802,26,429.971662,30%+
Start quote__O-HZNC_Aviva_UK_AD_2016_June_Car Insurance_Retargeting_AvivaUK_Car_REM_RTB_Ebay_Start Quote_P95QJM_VIVAKI AOD_RON_Retargeting_728 x 90,Start quote,,0.339164541,57621,19543,59707,36,368.953597,30%+
Start quote__O-GGF8_Aviva_UK_AD_2016_April_Car Insurance_Retargeting_AvivaUK_Car_REM_RTB_Top Converter Channel_Start Quote_P87QGV_VIVAKI AOD_Retargeting_728 x 90,Start quote,,0.338933951,12082,4095,12442,12,56.171707,30%+
Start quote__O-HFG9_Aviva_UK_AD_2016_May_Car Insurance_Retargeting_AvivaUK_Car_REM_RTB_Top Converter Channel_Start Quote_P8TKF2_VIVAKI AOD_Retargeting_Desktop_728 x 90,Start quote,,0.335649757,2878,966,3003,4,13.678036,30%+
Start quote__O-HFG9_Aviva_UK_AD_2016_May_Car Insurance_Retargeting_AvivaUK_Car_REM_RTB_Ebay_Start Quote_P8TKF2_VIVAKI AOD_Retargeting_Desktop_728 x 90,Start quote,,0.31617301,65869,20826,67891,33,442.269923,30%+
Start quote__O-FZKM_Aviva_UK_AD_2016_Mar_Car Insurance_Retargeting_AvivaUK_Car_REM_RTB_Ebay_Start Quote_P7T5VY_VIVAKI AOD_Retargeting_NULL_728 x 90,Start quote,,0.274088219,68602,18803,70781,31,487.738224,-30%
Start quote__O-F5QT_Aviva_UK_AD_2016_Feb_Car Insurance_Retargeting_AvivaUK_Car_REM_RTB_Ebay_Start Quote_P7B0R9_VIVAKI AOD_Desktop Retargeting_NULL_728 x 90,Start quote,,0.230198484,37333,8594,38566,30,254.871803,-30%
Start quote__O-CV5S_Aviva_UK_AD_2016_Jan_Car Insurance_Retargeting_AvivaUK_Car_REM_RTB_Ebay_Start Quote_P6H338_VIVAKI AOD_Desktop_728 x 90,Start quote,,#DIV/0!,0,0,0,1,0,#DIV/0!
Start quote__O-CV5S_Aviva_UK_AD_2016_Jan_Car Insurance_Retargeting_AvivaUK_Car_REM_RTB_Other_Start Quote_P6H338_VIVAKI AOD_Desktop_728 x 90,Start quote,,#DIV/0!,0,0,0,2,0,#DIV/0!
Start quote__O-CV5S_Aviva_UK_AD_2016_Jan_Car Insurance_Retargeting_AvivaUK_Car_REM_RTB_Top Converter Channel_Start Quote_P6H335_VIVAKI AOD_Desktop_300 x 250,Start quote,,#DIV/0!,0,0,0,2,0,#DIV/0!
Start quote__O-CV5S_Aviva_UK_AD_2016_Jan_Car Insurance_Retargeting_AvivaUK_Car_REM_RTB_Other_Start Quote_P6H33B_VIVAKI AOD_Desktop_160 x 600,Start quote,,#DIV/0!,0,0,0,4,0,#DIV/0!
Start quote__O-CV5S_Aviva_UK_AD_2016_Jan_Car Insurance_Retargeting_AvivaUK_Car_REM_RTB_Other_Start Quote_P6H335_VIVAKI AOD_Desktop_300 x 250,Start quote,,#DIV/0!,0,0,0,2,0,#DIV/0!
Start quote__O-CV5S_Aviva_UK_AD_2016_Jan_Car Insurance_Retargeting_AvivaUK_Car_REM_RTB_MSFT_Start Quote_P6H335_VIVAKI AOD_Desktop_300 x 250,Start quote,,#DIV/0!,0,0,0,1,0,#DIV/0!
____,,,#DIV/0!,,,,,,#DIV/0!
,,,,,,,,,-30%
,,,,,,,,,-30%
,,,,,,,,,-30%
,,,,,,,,,-30%
,,,,,,,,,-30%
,,,,,,,,,-30%
,,,,,,,,,-30%
,,,,,,,,,-30%
,,,,,,,,,-30%
,,,,,,,,,-30%
,,,,,,,,,-30%
,,,,,,,,,-30%
,,,,,,,,,-30%
,,,,,,,,,-30%

