Month,Advertiser,Advertiser ID,Advertiser Status,Advertiser Integration Code,Public Inventory,Advertiser Currency,Impressions,Clicks,Revenue (Adv Currency),Media Cost (Advertiser Currency)
2016/04,BBC Store_UK_Zenith,813934,Active,,No,GBP,435967,393,1501.911908,1028.050782
2016/01,Haribo_UK_Blue449,398744,Active,,Yes,GBP,0,2,0.000000,0.000000
2016/06,Mercedes-Benz_UK_Zenith/Ninah (non-DFA),365138,Active,,No,GBP,1834844,24352,34910.657581,24433.278962
2016/07,Mont Blanc_UK_Zenith,265734,Active,,No,GBP,65188,2856,1528.302292,1069.824652
2016/08,RBS (DFA)_UK_Zenith,333264,Active,,No,GBP,1431177,642,6409.434766,4424.733542
2016/04,MOHG_UK_Blue449,332932,Active,,Yes,USD,9196851,16299,55239.172493,38326.768436
2016/02,Calor Gas-NON DFA_UK_Blue449,354835,Active,,No,GBP,469,8,9.732764,6.813018
2016/06,Vemedia_UK_Zenith,639653,Active,,No,GBP,9783,5,29.486472,20.639988
2016/04,Molson Coors_UK_Zenith (DCM),676041,Active,,Yes,GBP,2385322,1020,32838.725087,22987.548922
2016/05,Sanofi_UK_Zenith,7258,Active,,No,GBP,13448,7,54.539182,31.209995
2016/11,Omega_UK_Zenith,201041,Active,,No,GBP,863170,823,7622.177825,5176.836973
2016/03,Qantas_UK_Zenith International,475267,Active,,No,GBP,442,0,1.394416,0.972479
2016/08,Delta Airline_UK_Zenith International,117532,Active,,Yes,GBP,2957767,2087,19166.561664,12007.654566
2016/09,BBC Store_UK_Zenith,813934,Active,,Yes,GBP,1178843,1380,4003.121868,2802.220589
2016/02,Natwest (DFA)_UK_Zenith,333265,Active,,No,GBP,10692740,49706,69872.110530,48399.651485
2016/01,Qantas_UK_Zenith International,475267,Active,,Yes,GBP,3153943,2269,13325.566167,8668.447975
2016/02,Aer_Lingus_UK_Starcom_2016,898555,Active,2416302,No,GBP,1727,2,6.600295,4.267112
2016/04,Net-A-Porter_UK_Zenith,633491,Active,,Yes,GBP,953401,974,7656.625355,5359.703890
2016/05,Costa_UK_Zenith,586631,Active,,No,GBP,1072064,12699,4874.461470,3381.131415
2016/07,Aurum_UK_Zenith,829450,Active,,No,GBP,780171,9876,5712.617883,3998.894303
2016/11,BBC Store_UK_Zenith,813934,Active,,Yes,GBP,749067,833,5068.629582,3548.083997
2016/11,Coty_UK_Zenith (non DCM),800232,Active,,No,GBP,1215633,4194,9035.852463,6325.173914
2016/10,Lexus_UK_Zenith,5072,Active,,Yes,GBP,2363137,2549,13923.828321,8963.770496
2016/08,Toyota_UK_Zenith,5071,Active,,No,GBP,24143086,32543,150864.854216,105452.245410
2016/01,Omega_UK_Zenith (non DCM),707641,Active,,No,GBP,67577,2161,1456.870807,1018.636370
2016/11,Costa_UK_Zenith,586631,Active,,No,GBP,52560,47,244.064483,141.789300
2017/01,Costa_UK_Zenith,586631,Active,,Yes,GBP,561188,3542,1520.519335,1058.145495
2016/05,Lexus (Non DFA)_UK_Zenith,461838,Active,,No,GBP,432523,559,5470.780423,3175.815253
2016/06,Omega_UK_Zenith,201041,Active,,No,GBP,806494,444,6496.610702,4529.916233
2016/11,Delta Airline_UK_Zenith International,117532,Active,,Yes,GBP,14889465,7238,93837.806674,59474.237918
2017/01,Oracle (USD)_UK_Zenith International,1469543,Active,,Yes,USD,4541278,4699,44569.635699,22423.367153
2016/03,Molson Coors_UK_Zenith (DCM),676041,Active,,Yes,GBP,1521731,654,24999.229640,17507.686270
2016/01,DMU_UK_Starcom,391045,Active,,Yes,GBP,298764,251,2926.635366,2015.132672
2016/04,Entertainment One_UK_Zenith,8451,Active,,No,GBP,1034034,18509,17075.306284,11934.559461
2016/04,Unum_UK_Zenith,188049,Active,,Yes,GBP,0,1,0.000000,0.000000
2016/11,Lexus_UK_Zenith,5072,Active,,No,GBP,2147586,2645,34028.618859,23961.258478
2016/02,Next_UK_Zenith,378754,Active,,Yes,GBP,105120117,145604,301588.242761,197069.945655
2016/07,Qantas_UK_Zenith,213534,Active,,No,GBP,8709,8,46.128945,32.130701
2016/09,Lombard_UK_Zenith,883545,Active,,No,GBP,1439560,34650,13173.690948,9202.655009
2016/01,MOHG_UK_Blue449 DFA USD,542441,Active,,Yes,USD,9191797,4518,35186.208607,23471.200742
2016/04,DSG_UK_Blue449,341246,Active,,No,GBP,888742,830,4820.376240,3366.975868
2016/06,RBS (DFA)_UK_Zenith,333264,Active,,No,GBP,2142952,5545,13519.516527,9339.839075
2016/09,Sanofi_UK_Zenith,7258,Active,,Yes,GBP,3,0,0.010950,0.007665
2016/01,Dreams_UK_Starcom,303361,Active,,No,GBP,76,0,1.242839,0.849571
2016/01,KFC_UK_Blue449,595178,Active,,Yes,GBP,25504132,76068,49766.757910,33419.134955
2016/01,Christies_UK_Zenith International,914143,Active,,Yes,GBP,6525494,8049,27558.449139,17634.010856
2016/10,Aviva_UK_Zenith,3601,Active,,Yes,GBP,97114487,68579,224658.336811,144614.128760
2016/10,Birds Eye_UK_Zenith,1225156,Active,,Yes,GBP,1295506,2036,20563.041312,14394.405291
2016/02,Disneyland_UK_Blue449,600113,Active,,No,GBP,323484,1006,1690.265366,1168.184837
2016/04,Delta Airline_UK_Zenith International,117532,Active,,Yes,GBP,938764,1124,6262.365385,4383.710674
2016/12,Next_UK_Zenith,378754,Active,,Yes,GBP,207867702,174448,402082.666482,265569.556886
2016/02,Christies_UK_Zenith International,914143,Active,,Yes,GBP,9081078,11821,48178.080508,31654.129663
2016/03,Mercedes-Benz_UK_Zenith/Ninah,312862,Active,,No,GBP,10848455,11260,101947.225668,70226.392911
2016/06,Net-A-Porter_UK_Zenith,633491,Active,,No,GBP,43383,55,340.975715,238.685912
2016/07,Omega_UK_Zenith,201041,Active,,Yes,GBP,18470384,28062,62538.762927,42504.132535
2016/12,Harvey Nichols_UK_Zenith,662673,Active,,No,GBP,389677,5398,10155.229990,7108.747708
2016/04,SCA_UK_Zenith (non-DCM),707139,Active,,No,GBP,367194,2075,10350.304798,7245.301748
2016/06,Merial_UK_Zenith,322662,Active,,Yes,GBP,5939511,2279,14966.994575,7882.401978
2016/08,Lexus (Non DFA)_UK_Zenith,461838,Active,,No,GBP,84112,663,2031.868462,1422.324224
2017/01,Natwest (DFA)_UK_Zenith,333265,Active,,Yes,GBP,84150148,25268,171525.039131,117668.302761
2016/02,Disneyland_UK_Blue449,600113,Active,,Yes,GBP,4615664,6202,9194.419182,6067.134173
2016/04,Toyota (Non DFA)_UK_Zenith,361847,Active,,No,GBP,0,1,0.000000,0.000000
2016/07,NAS_UK_Zenith,997302,Active,,No,GBP,6607,4,25.106343,17.212539
2016/08,Sanofi_UK_Zenith,7258,Active,,Yes,GBP,4172718,10968,14646.822219,9721.947399
2016/02,Aviva_UK_Zenith (non-DCM),861631,Active,,Yes,GBP,293517,670,3623.861300,2419.276303
2016/05,Natwest (DFA)_UK_Zenith,333265,Active,,No,GBP,10334904,8914,60445.465024,41436.880092
2016/06,BBC Store_UK_Zenith,813934,Active,,No,GBP,421538,429,2022.819678,1394.501051
2016/03,Unipart_UK_Blue449,388341,Active,,No,GBP,266766,388,1601.422320,1107.024814
2016/07,Delta Airline_UK_Zenith International,117532,Active,,Yes,GBP,2501474,1874,15852.980360,10011.721615
2016/10,Next_UK_Zenith,378754,Active,,No,GBP,28131476,44875,143367.384870,99713.222602
2016/07,Mercedes-Benz_UK_Zenith/Ninah (non-DFA),365138,Active,,No,GBP,1604023,24508,28628.153834,20027.270556
2016/10,Natwest (DFA)_UK_Zenith,333265,Active,,No,GBP,14593021.58,12186,105417.475759,74792.144422
2016/12,Mercedes-Benz_UK_Zenith/Ninah (non-DFA),365138,Active,,No,GBP,3755117,22402,46384.546143,32109.280133
2016/01,Ladbrokes_UK_Blue449_ DCM LINKED,745235,Active,,No,GBP,17,0,0.237167,0.164618
2016/04,Aviva_UK_Zenith,3601,Active,,No,GBP,5565117,7508,30882.194586,20750.497748
2016/05,BBC Store_UK_Zenith,813934,Active,,No,GBP,319075,314,1083.333842,741.977087
2016/01,Toyota_UK_Zenith,5071,Active,,No,GBP,11645168,9584,59457.706393,41608.942649
2016/04,Disney Worldwide_UK_Blue449,357260,Active,,Yes,GBP,4416083,5031,14037.147747,9350.172713
2016/06,International Watch Company_UK_Zenith,295448,Active,,No,GBP,136265,313,3272.487070,2289.909277
2016/06,Toyota_UK_Zenith,5071,Active,,Yes,GBP,8865867,11484,40182.847916,26880.690395
2016/08,SCA_UK_Zenith (non-DCM),707139,Active,,No,GBP,338259,1042,7303.754266,6741.059555
2016/11,Next_UK_Zenith,378754,Active,,No,GBP,24320302,165059,140679.901009,97939.932279
2016/12,Costa_UK_Zenith,586631,Active,,Yes,GBP,3039376,22461,9590.389417,6624.071739
2016/12,Lexus_UK_Zenith,5072,Active,,Yes,GBP,463700,754,2625.788583,1760.939317
2017/01,Omega_UK_Zenith,201041,Active,,No,GBP,2234264,2280,26730.445447,18501.611074
2016/04,SCA_UK_Zenith (non-DCM),707139,Active,,Yes,GBP,126958,933,2659.910713,1861.960215
2016/03,Costa_UK_Zenith,586631,Active,,Yes,GBP,2735875,7217,8144.869192,5293.875570
2016/03,Unipart_UK_Blue449,388341,Active,,Yes,GBP,1286681,2612,8483.126702,5732.542424
2016/03,Mercedes-Benz_UK_Zenith/Ninah (non-DFA),365138,Active,,No,GBP,2978492,78847,67662.528994,47362.517046
2016/04,Lexus_UK_Zenith,5072,Active,,Yes,GBP,780617,2050,4391.633157,3074.180710
2016/04,RBS (DFA)_UK_Zenith,333264,Active,,No,GBP,598548,431,2970.627274,2001.629996
2016/05,ACER_UK_Zenith,283933,Active,,No,GBP,2191,1,5.685706,3.980043
2016/06,Staples_UK_Zenith International_EUR,507840,Active,,No,EUR,705969,15536,12548.187472,8782.883232
2016/08,Omega_UK_Zenith,201041,Active,,No,GBP,32926,25,280.357261,196.252479
2016/08,Premier Group_UK_Zenith,1217473,Active,,Yes,GBP,1422619,1205,5798.026666,3043.868632
2016/05,Entertainment One_UK_Zenith,8451,Active,,No,GBP,1389503,11461,23592.029894,16473.747113
2016/06,Entertainment One_UK_Zenith,8451,Active,,No,GBP,1854034,16333,37236.776718,25933.361821
2016/08,Elemis_UK_Zenith,960943,Active,,Yes,GBP,317216,527,1539.682489,1070.515321
2016/02,Aviva_UK_Zenith,3601,Active,,No,GBP,2860806,5167,14274.043860,9314.724986
2016/05,Centerparcs_UK_Blue449,414245,Active,,Yes,GBP,2990588,2254,7629.182779,4838.841887
2016/03,ACER_UK_Zenith,283933,Active,,Yes,GBP,2406279,1571,7328.218800,4762.577975
2016/05,NAS_UK_Zenith,997302,Active,,No,GBP,8765,7,33.595337,22.254402
2016/08,Net-A-Porter_UK_Zenith,633491,Active,,Yes,GBP,904617,477,7641.320585,5348.989670
2016/11,Lexus (Non DFA)_UK_Zenith,461838,Active,,No,GBP,17521,126,330.836925,230.194315
2017/01,Elemis_UK_Zenith,960943,Active,,No,GBP,81462,631,374.246001,260.150921
2016/01,David Lloyd_UK_Blue449 EUR,644435,Active,,No,EUR,3174,3,20.037828,13.871146
2016/03,Honda_UK_Starcom,400660,Active,,Yes,GBP,10107392,5381,32153.765459,21950.840980
2016/07,ACER USD_UK_Zenith International,290566,Active,,Yes,USD,19537880,9276,41195.020496,28533.983624
2016/05,Coty_UK_Zenith,737469,Active,,Yes,GBP,4756017,6709,14789.916459,10274.879431
2016/06,Natwest (DFA)_UK_Zenith,333265,Active,,Yes,GBP,56065818,39994,148950.204721,99075.143108
2016/01,Calor Gas-NON DFA_UK_Blue449,354835,Active,,Yes,GBP,161933,629,1793.565497,1255.514110
2016/02,Mercedes-Benz_UK_Zenith/Ninah (non-DFA),365138,Active,,No,GBP,1523477,38139,31967.980312,22377.841484
2016/05,MOHG_UK_Blue449 DFA USD,542441,Active,,Yes,USD,2764164,1746,11336.997947,7584.326851
2016/01,Aer_Lingus_UK_Starcom_2016,898555,Active,2416302,Yes,GBP,2980136,2261,17689.236369,11738.293399
2016/02,FoxInternational_UK_Blue449,396937,Active,,Yes,GBP,14057246,8355,26578.906881,18427.725678
2016/10,RBS (DFA)_UK_Zenith,333264,Active,,No,GBP,2681146.07,1959,16851.042776,12003.919229
2016/05,Qantas_UK_Zenith International,475267,Active,,No,GBP,6236,0,21.737259,14.624469
2016/02,Doddle_UK_Blue449,419752,Active,,Yes,GBP,501165,307,1158.605187,803.660086
2016/03,Bottega Veneta_UK_Zenith,789538,Active,,Yes,GBP,664155,573,4997.271950,3498.141493
2016/10,Lombard_UK_Zenith,883545,Active,,Yes,GBP,11607431,7201,14042.915999,9677.266735
2016/12,Hästens_UK_Zenith,1171837,Active,,No,GBP,82363,164,921.241170,644.876688
2016/12,Staples_UK_Zenith International_EUR,507840,Active,,No,EUR,405631,229,1308.261858,912.912857
2016/01,Lexus Pan Euro_UK_Zenith International DCM Parent,812132,Active,,Yes,EUR,439203,445,2182.837319,1358.764061
2016/01,Lidl_UK_Starcom NEW,707063,Active,,Yes,GBP,12987629,18449,69814.104491,43541.301070
2016/04,Swarovski_UK_Zenith,144532,Active,,No,GBP,332640,1575,1667.320770,830.945307
2016/06,TNTO_UK_Zenith,197434,Active,,Yes,GBP,6631712,7793,19060.820916,13083.202874
2016/05,Dixons_UK_Blue449-DCM,662172,Active,,Yes,GBP,51545976,27690,97062.878172,67944.980539
2016/06,Next_UK_Zenith,378754,Active,,No,GBP,28809165,30749,119230.420352,82612.277372
2016/06,Pomellato_UK_Zenith,1125852,Active,,No,GBP,338580,404,6901.078070,4830.833375
2017/01,RBS (DFA)_UK_Zenith,333264,Active,,Yes,GBP,14359555,8338,27463.070153,18392.688197
2016/04,Entertainment One_UK_Zenith,8451,Active,,Yes,GBP,3309609,31411,52823.232895,36285.808167
2016/01,Honda_UK_Starcom,400660,Active,,Yes,GBP,21070209,11814,70003.558936,47458.878989
2016/10,Entertainment One_UK_Zenith,8451,Active,,No,GBP,2685557,12407,35086.006347,23402.034372
2016/12,Citizen_UK_Zenith,222935,Active,,Yes,GBP,5596595,6724,23334.196705,13167.520600
2016/01,Staples_UK_Zenith International_EUR,507840,Active,,Yes,EUR,8739407,9323,34051.586575,23582.855973
2016/07,Mercedes-Benz_UK_Zenith/Ninah,312862,Active,,Yes,GBP,28779399,29413,148938.732031,100815.364589
2016/07,Qantas_UK_Zenith,213534,Active,,Yes,GBP,1336542,1228,7246.004963,5018.810938
2016/11,Maxxium_UK_Zenith_Non-DCM,1117458,Active,,Yes,GBP,518903,435,6852.285641,4796.692045
2016/01,Lexus_UK_Zenith,5072,Active,,Yes,GBP,3758287,4751,15489.204697,10525.327952
2016/02,BlueCross_UK_Blue449,733732,Active,,No,GBP,10960,3,41.534677,29.074628
2016/02,RBS (DFA)_UK_Zenith,333264,Active,,No,GBP,1232060,4381,7759.717597,5369.389156
2016/06,Sanofi_UK_Zenith,7258,Active,,No,GBP,22009,12,93.992293,56.763484
2016/07,Delta Airline_UK_Zenith International,117532,Active,,No,GBP,171830,212,908.609976,590.023764
2016/11,Swarovski_UK_Zenith,144532,Active,,No,GBP,1914596,11737,14236.618399,9852.896207
2016/07,Staples_UK_Zenith International_EUR,507840,Active,,No,EUR,25689,769,491.221191,343.816301
2016/05,Delta Airline_UK_Zenith International,117532,Active,,No,GBP,109349,173,548.980542,384.291068
2016/03,Entertainment One_UK_Zenith,8451,Active,,Yes,GBP,18946287,32049,126372.975458,88306.403315
2016/04,MOHG_UK_Blue449 DFA USD,542441,Active,,No,USD,78014,33,570.898694,395.270946
2016/08,Staples_UK_Zenith International_GBP,1212433,Active,,No,GBP,422860,325,4017.288537,2797.535420
2016/10,Delta Airline_UK_Zenith International,117532,Active,,Yes,GBP,14673323,10819,78140.860896,51910.936582
2016/11,RBS (DFA)_UK_Zenith,333264,Active,,Yes,GBP,13810682,11830,34964.365460,23637.944450
2016/12,Staples_UK_Zenith International_EUR,507840,Active,,Yes,EUR,489622,582,2688.942005,1807.922634
2016/02,National Geographic_UK_Blue449,420233,Active,,Yes,GBP,16968679,42378,72822.772208,49675.219861
2016/05,Disney Worldwide_UK_Blue449,357260,Active,,Yes,GBP,0,1,0.000000,0.000000
2017/01,Natwest (DFA)_UK_Zenith,333265,Active,,No,GBP,14858181,5128,69304.918559,49128.549813
2016/01,IAMS_UK_Starcom,724439,Active,,No,GBP,282695,108,1748.341682,1212.761152
2016/03,Honda_UK_Starcom,400660,Active,,No,GBP,884263,621,7552.634995,5275.651525
2016/10,SCA_UK_Zenith (non-DCM),707139,Active,,No,GBP,52133,383,1947.692457,1363.401353
2017/01,Aviva_UK_Zenith,3601,Active,,Yes,GBP,23209673,19472,92557.956929,59764.980505
2016/08,Mercedes-Benz_UK_Zenith/Ninah (non-DFA),365138,Active,,Yes,GBP,5057037,8792,22678.510001,15395.484733
2016/01,Mercedes-Benz_UK_Zenith/Ninah,312862,Active,,Yes,GBP,8009470,6919,21879.183192,13909.738549
2016/02,Dreams_UK_Starcom,303361,Active,,No,GBP,641,3,12.842734,8.621843
2016/05,ACER USD_UK_Zenith International,290566,Active,,No,USD,180,0,0.549636,0.345438
2016/02,CarphoneWarehouse2_UK_Blue449,573839,Active,,No,GBP,555009,2618,2951.886779,2064.312272
2016/06,Natwest (DFA)_UK_Zenith,333265,Active,,No,GBP,12305810,12370,72471.551548,49983.465862
2016/06,MOHG_UK_Blue449 DFA USD,542441,Active,,Yes,USD,92559,65,1164.930877,812.447838
2016/09,Aviva_UK_Zenith,3601,Active,,Yes,GBP,88574912,50127,181806.948659,115983.135061
2016/11,ACER USD_UK_Zenith International,290566,Active,,No,USD,173223,891,1386.712338,970.710478
2016/10,Aviva_UK_Zenith,3601,Active,,No,GBP,5273641.21,8377,37214.544405,25712.297627
2016/11,Citizen_UK_Zenith,222935,Active,,Yes,GBP,3810271,3572,28662.639406,18252.196419
2016/01,MOHG_UK_Blue449,332932,Active,,No,USD,1949931,3192,39260.805442,27479.624723
2016/06,Next_UK_Zenith,378754,Active,,Yes,GBP,159121996,217815,518101.837454,340200.821066
2016/07,Sanofi_UK_Zenith,7258,Active,,No,GBP,20186,14,105.866958,73.403990
2016/04,BlueCross_UK_Blue449,733732,Active,,Yes,GBP,328627,264,1080.496445,756.357280
2016/09,Premier Group_UK_Zenith,1217473,Active,,Yes,GBP,1,0,0.007188,0.004158
2016/06,Qantas_UK_Zenith,213534,Active,,Yes,GBP,1070188,1024,5421.458346,3745.574403
2016/06,NAS_UK_Zenith,997302,Active,,Yes,GBP,427448,322,1373.410398,880.162073
2016/01,Natwest (DFA)_UK_Zenith,333265,Active,,Yes,GBP,55640933,40703,142940.828997,92165.669905
2016/12,Mercedes-Benz_UK_Zenith/Ninah,312862,Active,,No,GBP,20142171,53467,146364.037734,100847.396559
2016/02,IAMS_UK_Starcom,724439,Active,,Yes,GBP,17496,7,54.434617,33.563326
2016/02,Samsung_UK_Starcom,5282,Active,,Yes,GBP,459348,721,3139.578675,2180.120042
2016/01,Dixons_UK_Blue449-DCM,662172,Active,,No,GBP,4622431,2684,17101.193504,11970.988266
2016/01,Toyota (Non DFA)_UK_Zenith,361847,Active,,No,GBP,104220,1859,2074.415902,1452.108851
2016/03,Creative Content_UK_Zenith,790042,Active,,No,GBP,752,2,10.572115,7.121948
2016/05,Haribo_UK_Blue449,398744,Active,,Yes,GBP,7,0,0.095931,0.062633
2016/10,ACER_UK_Zenith,283933,Active,,No,GBP,4285987,7657,32438.905893,20015.134813
2016/04,Christies_UK_Zenith International,914143,Active,,No,GBP,1441118,1328,12237.813055,8436.925295
2016/04,NetworkRail_UK_Blue449,497772,Active,,No,GBP,38254,26,197.038799,137.928842
2016/04,Toyota (Non DFA)_UK_Zenith,361847,Active,,Yes,GBP,10,0,0.081311,0.055181
2016/09,Delta Airline_UK_Zenith International,117532,Active,,No,GBP,315473,329,1811.069754,1154.974964
2016/07,Lombard_UK_Zenith (non DCM),896234,Active,,No,GBP,7614,0,201.367621,140.959054
2016/02,MOHG_UK_Blue449,332932,Active,,No,USD,2024702,5167,42012.023949,29405.766086
2016/09,Swarovski_UK_Zenith,144532,Active,,No,GBP,675960,15422,9806.533651,6662.668320
2016/04,Unipart_UK_Blue449,388341,Active,,Yes,GBP,2156149,4438,13729.630640,9267.685280
2016/11,Lexus Pan Euro_UK_Zenith International DCM Parent,812132,Active,,Yes,EUR,1094331,1871,6286.625248,4612.263062
2016/01,BBC Store_UK_Zenith,813934,Active,,Yes,GBP,5184393,4513,16018.172652,9838.896993
2016/01,Delta Airline_UK_Zenith International,117532,Active,,Yes,GBP,23408367,14591,104317.240708,68761.421715
2016/05,Lexus_UK_Zenith,5072,Active,,No,GBP,3410736,4434,44790.258886,31515.562689
2016/01,RBS (DFA)_UK_Zenith,333264,Active,,Yes,GBP,6084352,3253,14519.905787,9264.542970
2016/07,Net-A-Porter_UK_Zenith,633491,Active,,Yes,GBP,943725,564,8563.372987,5994.434224
2016/01,Disneyland_UK_Blue449,600113,Active,,Yes,GBP,12231396,26898,55081.079995,36411.015396
2016/03,Bottega Veneta_UK_Zenith,789538,Active,,No,GBP,181646,123,2595.490696,1816.865642
2016/12,Omega_UK_Zenith,201041,Active,,No,GBP,1044895,886,5254.993548,3655.792203
2016/02,Doddle_UK_Blue449,419752,Active,,No,GBP,42190,8,113.500962,79.468551
2016/07,Coty_UK_Zenith,737469,Active,,Yes,GBP,3301139,4878,9788.346176,6850.629617
2017/01,Staples_UK_Zenith International_EUR,507840,Active,,Yes,EUR,1446994,1314,9058.044144,5553.334909
2016/01,Next_UK_Zenith,378754,Active,,Yes,GBP,112574778,169481,334168.321838,213497.150570
2016/01,Unipart_UK_Blue449,388341,Active,,Yes,GBP,970115,1423,4873.879553,3243.479913
2016/01,Costa_UK_Zenith,586631,Active,,Yes,GBP,3318349,170214,5725.206797,4007.693951
2016/02,Costa_UK_Zenith,586631,Active,,Yes,GBP,3620830,29750,6622.025652,4635.474594
2016/03,Toyota (Non DFA)_UK_Zenith,361847,Active,,No,GBP,1145018,20086,26008.489330,18206.130379
2016/02,HomeAway_UK_Zenith,628532,Active,,Yes,GBP,2306969,11073,23311.625184,15258.687439
2016/09,SCA_UK_Zenith (non-DCM),707139,Active,,No,GBP,385320,1166,8104.356261,7644.271158
2016/11,Swarovski_UK_Zenith (non-DCM),929549,Active,,No,GBP,64685,1056,1671.459663,1170.036038
2016/01,Mercedes-Benz_UK_Zenith/Ninah (non-DFA),365138,Active,,Yes,GBP,2912893,1718,10451.886113,7005.147282
2016/05,Molson Coors_UK_Zenith (DCM),676041,Active,,Yes,GBP,1701295,798,31752.818501,22227.399717
2016/02,RBS (DFA)_UK_Zenith,333264,Active,,Yes,GBP,7239887,4268,18489.606903,11730.440097
2016/07,Maxxium_UK_Zenith_Non-DCM,1117458,Active,,Yes,GBP,1978338,1374,20718.483166,14503.191842
2016/04,Haribo_UK_Blue449,398744,Active,,No,GBP,364219,2833,6150.441000,4305.375271
2016/04,Tetley Tea_UK_Starcom,443184,Active,,No,GBP,1,0,0.020875,0.014613
2016/07,Toyota (Non DFA)_UK_Zenith,361847,Active,,Yes,GBP,3042105,25102,28505.690245,18755.550330
2016/10,Mercedes-Benz_UK_Zenith/Ninah,312862,Active,,No,GBP,13120630,39830,107286.272984,74914.844387
2016/02,Honda_UK_Starcom,400660,Active,,No,GBP,601547,683,5394.942216,3768.096837
2016/07,KFC_UK_Blue449,595178,Active,,Yes,GBP,1727475,6569,18340.006984,12838.251383
2016/10,Natwest (DFA)_UK_Zenith,333265,Active,,Yes,GBP,103899852,30111,217515.474937,147905.033437
2016/12,SCA_UK_Zenith,543450,Active,,Yes,GBP,2,2,0.001469,0.001028
2016/06,Delta Airline_UK_Zenith International,117532,Active,,No,GBP,95695,129,477.999230,334.603543
2016/01,Costa_UK_Zenith,586631,Active,,No,GBP,214009,5153,637.860441,446.507739
2016/07,Elemis_UK_Zenith,960943,Active,,No,GBP,22271,49,106.365127,73.947835
2016/09,Entertainment One_UK_Zenith,8451,Active,,No,GBP,1502124,12193,26547.663661,18582.451853
2016/10,Molson Coors_UK_Zenith (DCM),676041,Active,,No,GBP,485823,542,7356.084171,5149.321693
2016/06,International Watch Company_UK_Zenith,295448,Active,,Yes,GBP,1215634,1118,5475.633485,3502.467541
2016/09,Toyota (Non DFA)_UK_Zenith,361847,Active,,No,GBP,865984,11578,11030.327989,7721.323828
2016/11,Mercedes-Benz_UK_Zenith/Ninah,312862,Active,,Yes,GBP,29320978,26545,131556.891910,85370.996435
2017/01,Omega_UK_Zenith,201041,Active,,Yes,GBP,17031323,16544,69450.555587,46241.067015
2016/01,Vacheron_UK_Zenith,357236,Active,,Yes,GBP,7064,2,18.620084,13.034561
2016/02,P&O_UK_Starcom,423260,Active,,No,GBP,30367,21,115.171180,78.829930
2016/08,Staples_UK_Zenith International_GBP,1212433,Active,,Yes,GBP,1497985,883,8798.446760,5691.270909
2016/01,Calor Gas_UK_Blue449,355235,Active,,No,GBP,19688,11,45.424976,31.810574
2016/11,Swarovski_UK_Zenith,144532,Active,,Yes,GBP,8969427,7463,41030.780665,26059.450815
2016/03,NetworkRail_UK_Blue449,497772,Active,,No,GBP,718693,351,3005.215733,2072.072230
2016/05,Delta Airline_UK_Zenith International,117532,Active,,Yes,GBP,1134182,1329,7642.316676,5349.687946
2016/02,Bottega Veneta_UK_Zenith,789538,Active,,No,GBP,13971,5,199.612595,139.730520
2016/03,Dunhill_UK_Zenith,913431,Active,,Yes,GBP,0,1,0.000000,0.000000
2016/12,ACER_UK_Zenith,283933,Active,,No,GBP,14570830,15891,87642.271742,60219.906306
2016/01,Cineworld_UK_Starcom,188063,Active,,Yes,GBP,649472,165,1923.606592,1316.748755
2016/01,Flybe_UK_Starcom,2536,Active,,Yes,GBP,2029415,796,8930.465335,6159.028239
2016/08,Toyota (Non DFA)_UK_Zenith,361847,Active,,No,GBP,2851405,85144,47802.272958,33271.737201
2016/12,Entertainment One_UK_Zenith,8451,Active,,Yes,GBP,21338811,18464,98840.638335,71438.840132
,,,,,,,8939595877.21,10955692,,

Report Time:,2017/04/28 15:24 GMT
Date Range:,2016/01/01 to 2017/01/31
Group By:,Month
Group By:,Advertiser
Group By:,Advertiser ID
Group By:,Advertiser Status
Group By:,Advertiser Integration Code
Group By:,Public Inventory
Group By:,Advertiser Currency
Filter by Partner ID:,151
