Date,Advertiser,Advertiser Currency Code,Inventory Contract,Impressions,Clicks,Advertiser Cost (Adv Currency),Media Cost (Adv Currency)
10/09/2017,John Frieda_UK_Zenith,GBP,PMP_Hello__ROS_Floor_AdX_TTD_John Frieda_UK_970x250,3710,1,"64,4013132719251","45,0610548581952"
10/09/2017,John Frieda_UK_Zenith,GBP,PMP_JustPremium_ROS_Floor £27_Improve Digital_TheTradeDesk_John Frieda_UK_Standard,23613,360,"601,30100846457968","420,7844203180464"
10/09/2017,John Frieda_UK_Zenith,GBP,PMP_JustPremium_ROS_Floor £27_OpenX_TheTradeDesk_John Frieda_UK_Standard,23600,283,"601,74545792773224","421,0956050681952"
10/09/2017,John Frieda_UK_Zenith,GBP,PMP_Mail Online__Women_Floor_AdX_TTD_John Frieda_UK_970x250,877,0,"14,321254676348926","10,020181872107666"
10/09/2017,John Frieda_UK_Zenith,GBP,PMP_New York Times_Targeted Fashion & Style_Floor_18_AdX_TTD_John Frieda_Billboard,2829,1,"55,801768361180586","39,04609564152"
10/09/2017,John Frieda_UK_Zenith,GBP,PMP_New York Times_Targeted T Mag_Floor_18_AdX_TTD_John Frieda_Billboard,2592,2,"51,268933660445842","35,77500498528"
10/09/2017,John Frieda_UK_Zenith,GBP,PMP_New York Times_Targeted Wellness Section_Floor_18_AdX_TTD_John Frieda_Billboard,727,0,"14,37983166800586","10,03411838088"
10/09/2017,John Frieda_UK_Zenith,GBP,PMP_OK__ROS_Floor_aDx_ttd_John Frieda_UK_970x250,6846,7,"89,142115949038601","62,3628031083552"
10/09/2017,John Frieda_UK_Zenith,GBP,PMP_Stylist__ROS_Floor_PubMatic_TTD_John Frieda_UK_970x250,2192,1,"67,402825598279118","47,170263600182532"
10/09/2017,John Frieda_UK_Zenith,GBP,PMP_Sublime Skinz_ROS_Floor 20_Improve Digital_TheTradeDesk_John Frieda_Sheer Blonde_UK_Standard,55912,896,"1566,530979157609","1094,1291515044097"
10/09/2017,John Frieda_UK_Zenith,GBP,PMP_TimeInc__ROS_Floor_AdX_TTD_John Frieda_UK_970x250,13,0,"0,38190325253271","0,266764380005256"
10/09/2017,John Frieda_UK_Zenith,GBP,,213124,270,"1291,3062362651171","717,07965713034453"
10/09/2017,Mercedes-Benz_UK_Zenith,GBP,,623642,749,"2979,1131878267593","1836,3496800631236"
11/09/2017,John Frieda_UK_Zenith,GBP,PMP_Bauer__Women_Floor_Rubicon_TTD_AODWide_UK_970x250,161,0,"6,939699942429582","4,850756603053444"
11/09/2017,John Frieda_UK_Zenith,GBP,PMP_Conde Nast_Women_Floor_Index Exchange_TTD_John Frieda_UK_970x250,263,0,"3,978573074500553","2,7835922068152"
11/09/2017,John Frieda_UK_Zenith,GBP,PMP_Conde Nast__Women_Floor_AdX_TTD_AODWide_UK_970x250,100,0,"1,335922394950815","0,934609800887556"
11/09/2017,John Frieda_UK_Zenith,GBP,PMP_Hearst__Women_Floor_AdX_TTD_John Frieda_UK_970x250,29,0,"0,756561041223534","0,529437544793819"
11/09/2017,John Frieda_UK_Zenith,GBP,PMP_Hello__ROS_Floor_AdX_TTD_John Frieda_UK_970x250,3128,6,"54,333034207794714","38,01636047659164"
11/09/2017,John Frieda_UK_Zenith,GBP,PMP_JustPremium_ROS_Floor £27_Improve Digital_TheTradeDesk_John Frieda_UK_Standard,1199,20,"30,532309455485353","21,3662042044528"
11/09/2017,John Frieda_UK_Zenith,GBP,PMP_JustPremium_ROS_Floor £27_OpenX_TheTradeDesk_John Frieda_UK_Standard,912,21,"23,253878643802498","16,2728375739072"
11/09/2017,John Frieda_UK_Zenith,GBP,PMP_Mail Online__Women_Floor_AdX_TTD_John Frieda_UK_970x250,29,0,"0,474026230041302","0,331663064248996"
11/09/2017,John Frieda_UK_Zenith,GBP,PMP_New York Times_Targeted Fashion & Style_Floor_18_AdX_TTD_John Frieda_Billboard,1946,2,"38,419723460858434","26,883380954232"
11/09/2017,John Frieda_UK_Zenith,GBP,PMP_New York Times_Targeted T Mag_Floor_18_AdX_TTD_John Frieda_Billboard,1666,1,"32,982519795246257","23,014908363744"
11/09/2017,John Frieda_UK_Zenith,GBP,PMP_New York Times_Targeted Wellness Section_Floor_18_AdX_TTD_John Frieda_Billboard,35,0,"0,692326169692104","0,483099031008"
11/09/2017,John Frieda_UK_Zenith,GBP,PMP_OK__ROS_Floor_aDx_ttd_John Frieda_UK_970x250,353,0,"4,596024511359547","3,21532556289384"
11/09/2017,John Frieda_UK_Zenith,GBP,PMP_Stylist__ROS_Floor_PubMatic_TTD_John Frieda_UK_970x250,629,1,"14,495468536660846","10,143459817114811"
11/09/2017,John Frieda_UK_Zenith,GBP,PMP_Sublime Skinz_ROS_Floor 20_Improve Digital_TheTradeDesk_John Frieda_Sheer Blonde_UK_Standard,40972,415,"1128,0687536008782","787,85660303147489"
11/09/2017,John Frieda_UK_Zenith,GBP,PMP_TimeInc__ROS_Floor_AdX_TTD_John Frieda_UK_970x250,4,0,"0,117686596132296","0,082205714416552"
11/09/2017,John Frieda_UK_Zenith,GBP,,61729,86,"609,39066647448558","356,49382029709888"
11/09/2017,Mercedes-Benz_UK_Zenith,GBP,PMP_SublimeSkinz_Mercedes Verticals_Floor: £14_ImproveDigital_TheTradeDesk_Mercedes_UK_Skin,5579,114,"82,87976232431122","57,343632343250264"
11/09/2017,Mercedes-Benz_UK_Zenith,GBP,PMP_SublimeSkinz_ROS_Floor: £10_ImproveDigital_TheTradeDesk_Mercedes_UK_Skin_NEW,32109,528,"446,95172834710946","308,99744512796559"
11/09/2017,Mercedes-Benz_UK_Zenith,GBP,,1087742,1005,"4854,1524673329975","2911,2929006079971"
12/09/2017,John Frieda_UK_Zenith,GBP,PMP_Bauer__Women_Floor_Rubicon_TTD_AODWide_UK_970x250,857,0,"37,996187960277213","26,559807088604901"
12/09/2017,John Frieda_UK_Zenith,GBP,PMP_Hearst__Women_Floor_AdX_TTD_John Frieda_UK_970x250,1163,2,"33,023986127906221","23,110556865351498"
12/09/2017,John Frieda_UK_Zenith,GBP,PMP_Hello__ROS_Floor_AdX_TTD_John Frieda_UK_970x250,639,0,"11,128202699358101","7,78631244221028"
12/09/2017,John Frieda_UK_Zenith,GBP,PMP_New York Times_Targeted Fashion & Style_Floor_18_AdX_TTD_John Frieda_Billboard,1420,4,"28,080488202458129","19,648721899224"
12/09/2017,John Frieda_UK_Zenith,GBP,PMP_New York Times_Targeted T Mag_Floor_18_AdX_TTD_John Frieda_Billboard,608,1,"12,055049794440555","8,411906308608"
12/09/2017,John Frieda_UK_Zenith,GBP,PMP_Stylist__ROS_Floor_PubMatic_TTD_John Frieda_UK_970x250,1100,1,"27,826862157796065","19,472905365756558"
12/09/2017,John Frieda_UK_Zenith,GBP,PMP_Sublime Skinz_ROS_Floor 20_Improve Digital_TheTradeDesk_John Frieda_Sheer Blonde_UK_Standard,1952,34,"53,724192756308195","37,521579510536026"
12/09/2017,John Frieda_UK_Zenith,GBP,PMP_TimeInc__ROS_Floor_AdX_TTD_John Frieda_UK_970x250,2,1,"0,058905318260406","0,041146128450409"
