"Date","Advertiser ID","Advertiser","Country","Time Zone","Order ID","External Order ID","Order Name","Order Start Date","Order End Date","Order Currency","Order Budget","Line Item ID","Line Item","External Line Item ID","Line Item Start Date","Line Item End Date","Line Item Budget","Creative ID","Creative","Size","Supply Cost","AAP Platform Fee","Agency Fee","AAP Audience Fee","3p Fee - Integral Ad Science","3p Fee - Integral Ad Science (absorbed)","3p Fee - DoubleVerify","3p Fee - DoubleVerify (absorbed)","3p Fee - Doubleclick Campaign Manager","3p Fee - Doubleclick Campaign Manager (absorbed)","3p Fee - ComScore","3p Fee - ComScore (absorbed)","3p Fee - CPM 1","3p Fee - CPM 1 (absorbed)","3p Fee - CPM 2","3p Fee - CPM 2 (absorbed)","3p Fee - CPM 3","3p Fee - CPM 3 (absorbed)","3p Fee - Automotive","3p Fee - Automotive (absorbed)","Total 3p Fees","Total Cost","Impressions","CPM","Clickthroughs","CTR","CPC","Interactions","Interaction Rate","Video Impression","Video Click","Video Creative View","Video End State Click","Video Start","Video First Quartile","Video Midpoint","Video Third Quartile","Video Complete","Video Pause","Video Resume","Video Replay","Video Skip Back","Video Skip Forward","Video Mute","Video Unmute","Mobile Ad Close","Mobile Call To Action","Mobile Video Start","Mobile Video Stop","DPV","DPVR","DPV - Views","DPV - Clicks","CPDPV","PRPV","PRPVR","PRPV - Views","PRPV - Clicks","CPPRPV","ATL","ATLR","ATL - Views","ATL - Clicks","CPATL","ATC","ATCR","ATC - Views","ATC - Clicks","CPATC","Purchase","Purchase Rate","Purchase - Views","Purchase - Clicks","Cost Per Purchase","Total Pixel Events","Total Pixel Rate","Total Pixel Events - Views","Total Pixel Events - Clicks","Cost Per Pixel Event"
"May 01, 2017 - May 14, 2017","5215788380602","Crucial_FR_Zenith","FR","Europe/London","6442618310702","","Crucial_FR_2017_Prospecting_April","03-Apr-2017","30-Apr-2017","GBP","1220.00","1819978480502","IM and LS - Composants PC","","03-Apr-2017","30-Apr-2017","1220.00","2352284200702","AOD_DIY_Value_FR_Prospecting_120x600","120x600","0.00000","0.00000","0.00000","0.00000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.00000","0.00000","0","0","0","0.0000%","0","0","0.0000%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0000%","0","0","0","0","0.0000%","0","0","0","0","0.0000%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0000%","0","0","0"
"May 01, 2017 - May 14, 2017","5215788380602","Crucial_FR_Zenith","FR","Europe/London","6442618310702","","Crucial_FR_2017_Prospecting_April","03-Apr-2017","30-Apr-2017","GBP","1220.00","1819978480502","IM and LS - Composants PC","","03-Apr-2017","30-Apr-2017","1220.00","9632639860802","AOD_Mac_Lovers_Performance_FR_Prospecting_300x600","300x600","0.00000","0.00000","0.00000","0.00000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.00000","0.00000","0","0","0","0.0000%","0","0","0.0000%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0000%","0","0","0","0","0.0000%","0","0","0","0","0.0000%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0000%","0","0","0"
"May 01, 2017 - May 14, 2017","5215788380602","Crucial_FR_Zenith","FR","Europe/London","6442618310702","","Crucial_FR_2017_Prospecting_April","03-Apr-2017","30-Apr-2017","GBP","1220.00","1819978480502","IM and LS - Composants PC","","03-Apr-2017","30-Apr-2017","1220.00","6333157210302","AOD_Mac_Lovers_Performance_FR_Prospecting_300x250","300x250","0.00000","0.00000","0.00000","0.00000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.00000","0.00000","0","0","0","0.0000%","0","0","0.0000%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0000%","0","0","0","0","0.0000%","0","0","0","0","0.0000%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0000%","0","0","0"
"May 01, 2017 - May 14, 2017","5215788380602","Crucial_FR_Zenith","FR","Europe/London","6442618310702","","Crucial_FR_2017_Prospecting_April","03-Apr-2017","30-Apr-2017","GBP","1220.00","1819978480502","IM and LS - Composants PC","","03-Apr-2017","30-Apr-2017","1220.00","8891910350902","AOD_Mac_Lovers_Performance_FR_Prospecting_970x250","970x250","0.00000","0.00000","0.00000","0.00000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.00000","0.00000","0","0","0","0.0000%","0","0","0.0000%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0000%","0","0","0","0","0.0000%","0","0","0","0","0.0000%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0000%","0","0","0"
"May 01, 2017 - May 14, 2017","5215788380602","Crucial_FR_Zenith","FR","Europe/London","6442618310702","","Crucial_FR_2017_Prospecting_April","03-Apr-2017","30-Apr-2017","GBP","1220.00","1819978480502","IM and LS - Composants PC","","03-Apr-2017","30-Apr-2017","1220.00","9777660170502","AOD_Mac_Lovers_EOU_FR_Prospecting_970x250","970x250","0.00000","0.00000","0.00000","0.00000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.00000","0.00000","0","0","0","0.0000%","0","0","0.0000%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0000%","0","0","0","0","0.0000%","0","0","0","0","0.0000%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0000%","0","0","0"
"May 01, 2017 - May 14, 2017","5215788380602","Crucial_FR_Zenith","FR","Europe/London","6442618310702","","Crucial_FR_2017_Prospecting_April","03-Apr-2017","30-Apr-2017","GBP","1220.00","1819978480502","IM and LS - Composants PC","","03-Apr-2017","30-Apr-2017","1220.00","6960206620402","AOD_DIY_Value_FR_Prospecting_728x90","728x90","0.00000","0.00000","0.00000","0.00000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.00000","0.00000","0","0","0","0.0000%","0","0","0.0000%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0000%","0","0","0","0","0.0000%","0","0","0","0","0.0000%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0000%","0","0","0"
"May 01, 2017 - May 14, 2017","5215788380602","Crucial_FR_Zenith","FR","Europe/London","6442618310702","","Crucial_FR_2017_Prospecting_April","03-Apr-2017","30-Apr-2017","GBP","1220.00","1819978480502","IM and LS - Composants PC","","03-Apr-2017","30-Apr-2017","1220.00","1357938660202","AOD_DIY_Value_FR_Prospecting_300x600","300x600","0.00000","0.00000","0.00000","0.00000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.00000","0.00000","0","0","0","0.0000%","0","0","0.0000%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0000%","0","0","0","0","0.0000%","0","0","0","0","0.0000%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0000%","0","0","0"
"May 01, 2017 - May 14, 2017","5215788380602","Crucial_FR_Zenith","FR","Europe/London","6442618310702","","Crucial_FR_2017_Prospecting_April","03-Apr-2017","30-Apr-2017","GBP","1220.00","1819978480502","IM and LS - Composants PC","","03-Apr-2017","30-Apr-2017","1220.00","4157931830802","AOD_Mac_Lovers_Time_FR_Prospecting_120x600","120x600","0.00000","0.00000","0.00000","0.00000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.00000","0.00000","0","0","0","0.0000%","0","0","0.0000%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0000%","0","0","0","0","0.0000%","0","0","0","0","0.0000%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0000%","0","0","0"
"May 01, 2017 - May 14, 2017","5215788380602","Crucial_FR_Zenith","FR","Europe/London","6442618310702","","Crucial_FR_2017_Prospecting_April","03-Apr-2017","30-Apr-2017","GBP","1220.00","1819978480502","IM and LS - Composants PC","","03-Apr-2017","30-Apr-2017","1220.00","8362987680902","AOD_Mac_Lovers_EOU_FR_Prospecting_728x90","728x90","0.00000","0.00000","0.00000","0.00000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.00000","0.00000","0","0","0","0.0000%","0","0","0.0000%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0000%","0","0","0","0","0.0000%","0","0","0","0","0.0000%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0000%","0","0","0"
"May 01, 2017 - May 14, 2017","5215788380602","Crucial_FR_Zenith","FR","Europe/London","6442618310702","","Crucial_FR_2017_Prospecting_April","03-Apr-2017","30-Apr-2017","GBP","1220.00","1819978480502","IM and LS - Composants PC","","03-Apr-2017","30-Apr-2017","1220.00","4282482940802","AOD_DIY_Value_FR_Prospecting_160x600","160x600","0.00000","0.00000","0.00000","0.00000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.00000","0.00000","0","0","0","0.0000%","0","0","0.0000%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0000%","0","0","0","0","0.0000%","0","0","0","0","0.0000%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0000%","0","0","0"
"May 01, 2017 - May 14, 2017","5215788380602","Crucial_FR_Zenith","FR","Europe/London","6442618310702","","Crucial_FR_2017_Prospecting_April","03-Apr-2017","30-Apr-2017","GBP","1220.00","1819978480502","IM and LS - Composants PC","","03-Apr-2017","30-Apr-2017","1220.00","9191716840202","AOD_Need_Helpers_EOU_FR_Prospecting_160x600","160x600","0.00000","0.00000","0.00000","0.00000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.00000","0.00000","0","0","0","0.0000%","0","0","0.0000%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0000%","0","0","0","0","0.0000%","0","0","0","0","0.0000%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0000%","0","0","0"
"May 01, 2017 - May 14, 2017","5215788380602","Crucial_FR_Zenith","FR","Europe/London","6442618310702","","Crucial_FR_2017_Prospecting_April","03-Apr-2017","30-Apr-2017","GBP","1220.00","1819978480502","IM and LS - Composants PC","","03-Apr-2017","30-Apr-2017","1220.00","4933929140602","AOD_Need_Helpers_EOU_FR_Prospecting_120x600","120x600","0.00000","0.00000","0.00000","0.00000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.00000","0.00000","0","0","0","0.0000%","0","0","0.0000%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0000%","0","0","0","0","0.0000%","0","0","0","0","0.0000%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0000%","0","0","0"
"May 01, 2017 - May 14, 2017","5215788380602","Crucial_FR_Zenith","FR","Europe/London","6442618310702","","Crucial_FR_2017_Prospecting_April","03-Apr-2017","30-Apr-2017","GBP","1220.00","1819978480502","IM and LS - Composants PC","","03-Apr-2017","30-Apr-2017","1220.00","1405669170302","AOD_Mac_Lovers_Time_FR_Prospecting_160x600","160x600","0.00000","0.00000","0.00000","0.00000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.00000","0.00000","0","0","0","0.0000%","0","0","0.0000%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0000%","0","0","0","0","0.0000%","0","0","0","0","0.0000%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0000%","0","0","0"
"May 01, 2017 - May 14, 2017","5215788380602","Crucial_FR_Zenith","FR","Europe/London","6442618310702","","Crucial_FR_2017_Prospecting_April","03-Apr-2017","30-Apr-2017","GBP","1220.00","1819978480502","IM and LS - Composants PC","","03-Apr-2017","30-Apr-2017","1220.00","9382111470902","AOD_Mac_Lovers_Performance_FR_Prospecting_160x600","160x600","0.00000","0.00000","0.00000","0.00000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.00000","0.00000","0","0","0","0.0000%","0","0","0.0000%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0000%","0","0","0","0","0.0000%","0","0","0","0","0.0000%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0000%","0","0","0"
"May 01, 2017 - May 14, 2017","5215788380602","Crucial_FR_Zenith","FR","Europe/London","6442618310702","","Crucial_FR_2017_Prospecting_April","03-Apr-2017","30-Apr-2017","GBP","1220.00","1819978480502","IM and LS - Composants PC","","03-Apr-2017","30-Apr-2017","1220.00","6768745030302","AOD_Mac_Lovers_Performance_FR_Prospecting_120x600","120x600","0.00000","0.00000","0.00000","0.00000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.00000","0.00000","0","0","0","0.0000%","0","0","0.0000%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0000%","0","0","0","0","0.0000%","0","0","0","0","0.0000%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0000%","0","0","0"
"May 01, 2017 - May 14, 2017","5215788380602","Crucial_FR_Zenith","FR","Europe/London","6442618310702","","Crucial_FR_2017_Prospecting_April","03-Apr-2017","30-Apr-2017","GBP","1220.00","1819978480502","IM and LS - Composants PC","","03-Apr-2017","30-Apr-2017","1220.00","8706616520902","AOD_Mac_Lovers_Value_FR_Prospecting_970x250","970x250","0.00000","0.00000","0.00000","0.00000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.00000","0.00000","0","0","0","0.0000%","0","0","0.0000%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0000%","0","0","0","0","0.0000%","0","0","0","0","0.0000%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0000%","0","0","0"
"May 01, 2017 - May 14, 2017","5215788380602","Crucial_FR_Zenith","FR","Europe/London","6442618310702","","Crucial_FR_2017_Prospecting_April","03-Apr-2017","30-Apr-2017","GBP","1220.00","1819978480502","IM and LS - Composants PC","","03-Apr-2017","30-Apr-2017","1220.00","5437747320702","AOD_Mac_Lovers_Performance_FR_Prospecting_728x90","728x90","0.00000","0.00000","0.00000","0.00000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.00000","0.00000","0","0","0","0.0000%","0","0","0.0000%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0000%","0","0","0","0","0.0000%","0","0","0","0","0.0000%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0000%","0","0","0"
"May 01, 2017 - May 14, 2017","5215788380602","Crucial_FR_Zenith","FR","Europe/London","6442618310702","","Crucial_FR_2017_Prospecting_April","03-Apr-2017","30-Apr-2017","GBP","1220.00","1819978480502","IM and LS - Composants PC","","03-Apr-2017","30-Apr-2017","1220.00","2582024430502","AOD_Need_Helpers_EOU_FR_Prospecting_300x250","300x250","0.00000","0.00000","0.00000","0.00000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.00000","0.00000","0","0","0","0.0000%","0","0","0.0000%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0000%","0","0","0","0","0.0000%","0","0","0","0","0.0000%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0000%","0","0","0"
"May 01, 2017 - May 14, 2017","5215788380602","Crucial_FR_Zenith","FR","Europe/London","6442618310702","","Crucial_FR_2017_Prospecting_April","03-Apr-2017","30-Apr-2017","GBP","1220.00","1819978480502","IM and LS - Composants PC","","03-Apr-2017","30-Apr-2017","1220.00","1836772930102","AOD_Amazon_AAP_MX300_FR_prospecting_300x250","300x250","0.00000","0.00000","0.00000","0.00000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.00000","0.00000","0","0","0","0.0000%","0","0","0.0000%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0000%","0","0","0","0","0.0000%","0","0","0","0","0.0000%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0000%","0","0","0"
"May 01, 2017 - May 14, 2017","5215788380602","Crucial_FR_Zenith","FR","Europe/London","6442618310702","","Crucial_FR_2017_Prospecting_April","03-Apr-2017","30-Apr-2017","GBP","1220.00","1819978480502","IM and LS - Composants PC","","03-Apr-2017","30-Apr-2017","1220.00","8438194950802","AOD_Amazon_AAP_MX300_FR_prospecting_728x90","728x90","0.00000","0.00000","0.00000","0.00000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.00000","0.00000","0","0","0","0.0000%","0","0","0.0000%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0000%","0","0","0","0","0.0000%","0","0","0","0","0.0000%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0000%","0","0","0"
"May 01, 2017 - May 14, 2017","5215788380602","Crucial_FR_Zenith","FR","Europe/London","6442618310702","","Crucial_FR_2017_Prospecting_April","03-Apr-2017","30-Apr-2017","GBP","1220.00","1819978480502","IM and LS - Composants PC","","03-Apr-2017","30-Apr-2017","1220.00","4189989300002","AOD_Amazon_AAP_MX300_FR_prospecting_120x600","120x600","0.00000","0.00000","0.00000","0.00000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.00000","0.00000","0","0","0","0.0000%","0","0","0.0000%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0000%","0","0","0","0","0.0000%","0","0","0","0","0.0000%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0000%","0","0","0"
"May 01, 2017 - May 14, 2017","5215788380602","Crucial_FR_Zenith","FR","Europe/London","6442618310702","","Crucial_FR_2017_Prospecting_April","03-Apr-2017","30-Apr-2017","GBP","1220.00","6671439080402","Crucial Fans","","03-Apr-2017","30-Apr-2017","1220.00","9964730080302","AOD_Need_Helpers_EOU_FR_Prospecting_728x90","728x90","0.00000","0.00000","0.00000","0.00000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.00000","0.00000","0","0","0","0.0000%","0","0","0.0000%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0000%","0","0","0","0","0.0000%","0","0","0","0","0.0000%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0000%","0","0","0"
"May 01, 2017 - May 14, 2017","5215788380602","Crucial_FR_Zenith","FR","Europe/London","6442618310702","","Crucial_FR_2017_Prospecting_April","03-Apr-2017","30-Apr-2017","GBP","1220.00","6671439080402","Crucial Fans","","03-Apr-2017","30-Apr-2017","1220.00","6548780420802","AOD_DIY_EOU_FR_Prospecting_120x600","120x600","0.00000","0.00000","0.00000","0.00000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.00000","0.00000","0","0","0","0.0000%","0","0","0.0000%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0000%","0","0","0","0","0.0000%","0","0","0","0","0.0000%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0000%","0","0","0"
"May 01, 2017 - May 14, 2017","5215788380602","Crucial_FR_Zenith","FR","Europe/London","6442618310702","","Crucial_FR_2017_Prospecting_April","03-Apr-2017","30-Apr-2017","GBP","1220.00","6671439080402","Crucial Fans","","03-Apr-2017","30-Apr-2017","1220.00","7176159630802","AOD_Mac_Lovers_Value_FR_Prospecting_160x600","160x600","0.00000","0.00000","0.00000","0.00000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.00000","0.00000","0","0","0","0.0000%","0","0","0.0000%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0000%","0","0","0","0","0.0000%","0","0","0","0","0.0000%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0000%","0","0","0"
"May 01, 2017 - May 14, 2017","5215788380602","Crucial_FR_Zenith","FR","Europe/London","6442618310702","","Crucial_FR_2017_Prospecting_April","03-Apr-2017","30-Apr-2017","GBP","1220.00","6671439080402","Crucial Fans","","03-Apr-2017","30-Apr-2017","1220.00","1790283280502","AOD_Need_Helpers_Time_FR_Prospecting_728x90","728x90","0.00000","0.00000","0.00000","0.00000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.00000","0.00000","0","0","0","0.0000%","0","0","0.0000%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0000%","0","0","0","0","0.0000%","0","0","0","0","0.0000%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0000%","0","0","0"
"May 01, 2017 - May 14, 2017","5215788380602","Crucial_FR_Zenith","FR","Europe/London","6442618310702","","Crucial_FR_2017_Prospecting_April","03-Apr-2017","30-Apr-2017","GBP","1220.00","6671439080402","Crucial Fans","","03-Apr-2017","30-Apr-2017","1220.00","8172764800602","AOD_Need_Helpers_Performance_FR_Prospecting_728x90","728x90","0.00000","0.00000","0.00000","0.00000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.00000","0.00000","0","0","0","0.0000%","0","0","0.0000%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0000%","0","0","0","0","0.0000%","0","0","0","0","0.0000%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0000%","0","0","0"
"May 01, 2017 - May 14, 2017","5215788380602","Crucial_FR_Zenith","FR","Europe/London","6442618310702","","Crucial_FR_2017_Prospecting_April","03-Apr-2017","30-Apr-2017","GBP","1220.00","6671439080402","Crucial Fans","","03-Apr-2017","30-Apr-2017","1220.00","7298723830902","AOD_Need_Helpers_Time_FR_Prospecting_970x250","970x250","0.00000","0.00000","0.00000","0.00000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.00000","0.00000","0","0","0","0.0000%","0","0","0.0000%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0000%","0","0","0","0","0.0000%","0","0","0","0","0.0000%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0000%","0","0","0"
"May 01, 2017 - May 14, 2017","5215788380602","Crucial_FR_Zenith","FR","Europe/London","6442618310702","","Crucial_FR_2017_Prospecting_April","03-Apr-2017","30-Apr-2017","GBP","1220.00","6671439080402","Crucial Fans","","03-Apr-2017","30-Apr-2017","1220.00","9353698000202","AOD_Mac_Lovers_Time_FR_Prospecting_300x250","300x250","0.00000","0.00000","0.00000","0.00000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.00000","0.00000","0","0","0","0.0000%","0","0","0.0000%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0000%","0","0","0","0","0.0000%","0","0","0","0","0.0000%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0000%","0","0","0"
"May 01, 2017 - May 14, 2017","5215788380602","Crucial_FR_Zenith","FR","Europe/London","6442618310702","","Crucial_FR_2017_Prospecting_April","03-Apr-2017","30-Apr-2017","GBP","1220.00","6671439080402","Crucial Fans","","03-Apr-2017","30-Apr-2017","1220.00","1464492490602","AOD_Mac_Lovers_EOU_FR_Prospecting_300x600","300x600","0.00000","0.00000","0.00000","0.00000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.00000","0.00000","0","0","0","0.0000%","0","0","0.0000%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0000%","0","0","0","0","0.0000%","0","0","0","0","0.0000%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0000%","0","0","0"
"May 01, 2017 - May 14, 2017","5215788380602","Crucial_FR_Zenith","FR","Europe/London","6442618310702","","Crucial_FR_2017_Prospecting_April","03-Apr-2017","30-Apr-2017","GBP","1220.00","6671439080402","Crucial Fans","","03-Apr-2017","30-Apr-2017","1220.00","8122289810702","AOD_DIY_Time_FR_Prospecting_120x600","120x600","0.00000","0.00000","0.00000","0.00000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.00000","0.00000","0","0","0","0.0000%","0","0","0.0000%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0000%","0","0","0","0","0.0000%","0","0","0","0","0.0000%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0000%","0","0","0"
"May 01, 2017 - May 14, 2017","5215788380602","Crucial_FR_Zenith","FR","Europe/London","6442618310702","","Crucial_FR_2017_Prospecting_April","03-Apr-2017","30-Apr-2017","GBP","1220.00","6671439080402","Crucial Fans","","03-Apr-2017","30-Apr-2017","1220.00","2775910350202","AOD_Need_Helpers_Time_FR_Prospecting_300x250","300x250","0.00000","0.00000","0.00000","0.00000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.00000","0.00000","0","0","0","0.0000%","0","0","0.0000%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0000%","0","0","0","0","0.0000%","0","0","0","0","0.0000%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0000%","0","0","0"
"May 01, 2017 - May 14, 2017","5215788380602","Crucial_FR_Zenith","FR","Europe/London","6442618310702","","Crucial_FR_2017_Prospecting_April","03-Apr-2017","30-Apr-2017","GBP","1220.00","6671439080402","Crucial Fans","","03-Apr-2017","30-Apr-2017","1220.00","8538816270102","AOD_DIY_Performance_FR_Prospecting_300x250","300x250","0.00000","0.00000","0.00000","0.00000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.00000","0.00000","0","0","0","0.0000%","0","0","0.0000%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0000%","0","0","0","0","0.0000%","0","0","0","0","0.0000%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0000%","0","0","0"
"May 01, 2017 - May 14, 2017","5215788380602","Crucial_FR_Zenith","FR","Europe/London","6442618310702","","Crucial_FR_2017_Prospecting_April","03-Apr-2017","30-Apr-2017","GBP","1220.00","6671439080402","Crucial Fans","","03-Apr-2017","30-Apr-2017","1220.00","3458877330002","AOD_DIY_Performance_FR_Prospecting_160x600","160x600","0.00000","0.00000","0.00000","0.00000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.00000","0.00000","0","0","0","0.0000%","0","0","0.0000%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0000%","0","0","0","0","0.0000%","0","0","0","0","0.0000%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0000%","0","0","0"
"May 01, 2017 - May 14, 2017","5215788380602","Crucial_FR_Zenith","FR","Europe/London","6442618310702","","Crucial_FR_2017_Prospecting_April","03-Apr-2017","30-Apr-2017","GBP","1220.00","6671439080402","Crucial Fans","","03-Apr-2017","30-Apr-2017","1220.00","4060265860702","AOD_Need_Helpers_Performance_FR_Prospecting_300x250","300x250","0.00000","0.00000","0.00000","0.00000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.00000","0.00000","0","0","0","0.0000%","0","0","0.0000%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0000%","0","0","0","0","0.0000%","0","0","0","0","0.0000%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0000%","0","0","0"
