Insertion Order,Insertion Order ID,Insertion Order Status,Insertion Order Integration Code,Line Item,Line Item ID,Line Item Status,Line Item Integration Code,Targeted Data Providers,Advertiser Currency,Impressions,Clicks,Revenue (Adv Currency),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O-N4YG_2016_Aviva_Car Insurance_Non-Customers_Prospecting_December_5th_AI,2814422,Paused,O-N4YG,Aviva_PRO_3rd Party_AD_CPA_DBM_RTB_In-Market Data_Tablet_AV>50%,9490346,Active,PCVX3Q,BlueKai eXelate CrossPixel Lotame VisualDNA Eyeota SIRdata,GBP,14605,17,16.387783,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O-NR27_2017_Aviva_Car Insurance_Non-Customers_Prospecting_January,2886945,Paused,O-NR27,Aviva_FIL_KEY CON TAR_AD_CPA_RTB_Tablet_AV>50%,9761270,Active,PCVX3Q,,GBP,441110,745,998.769189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O-JSGV_Aviva_UK_AD_2016_July_Car Insurance_Retargeting,2428662,Paused,O-JSGV,AvivaUK_Car_REM_RTB_Yahoo_Aviva Homepage,7648770,Paused,VIVAKI AOD_Desktop_Ret argeting,,GBP,79011,45,366.487183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O-ML40_2016_Aviva_Car Insurance_Non-Customers_Prospecting_November,2709277,Paused,O-ML40,Aviva_PRO_3rd Party_AM_CPA_DBM_CPM_In-Market Data_Mobile_AV>50%,9109455,Active,PCHCCB,BlueKai eXelate CrossPixel Lotame VisualDNA Eyeota SIRdata,GBP,232335,359,797.830616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O-PLTW_2017_Aviva_Car Insurance_Non-Customers_Prospecting_February,2959863,Paused,O-PLTW,Aviva_PRO_3rd Party_AD_CPA_Visual DNA_RTB_ABC1_Tablet_Peak_AV>50%,10079744,Active,PDVN27,VisualDNA,GBP,115397,264,356.845769,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O-JSGV_Aviva_UK_AD_2016_July_Car Insurance_Retargeting,2428662,Paused,O-JSGV,AvivaUK_Car_REM_RTB_Ebay_End Quote 10 minutes,7648705,Paused,VIVAKI AOD_Desktop_Ret argeting,,GBP,5437,4,24.84387,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O-LVP9_2016_Aviva_Car Insurance_Non-Customers_Prospecting_October,2637374,Paused,O-LVP9,Aviva_PRO_3rd Party_AD_CPA_DBM_RTB_In-Market Auto Insurance_Desktop_AV>50%,8734026,Paused,PC23K9,Bid Manager Audiences,GBP,494593,181,807.984837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O-ML40_2016_Aviva_Car Insurance_Non-Customers_Retargeting_November,2712512,Paused,O-ML40,Aviva_REM_Site REM_AD_CPA_DMP_DMP_RTB_Non-Existing Customers_Car Product Pages_AV>50%,9110669,Active,PCHC9B,,GBP,85606,71,188.734502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O-N4YG_2016_Aviva_Car Insurance_Non-Customers_Prospecting_December,2806249,Paused,O-N4YG,Aviva_PRO_3rd Party_AD_CPA_Multi_RTB_Audience Composition_Quotes_Tablet_AV>50%,9444721,Active,PCVX3Q,BlueKai eXelate AddThis VisualDNA SkimLinks,GBP,31267,46,69.08414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O-GGF8_Aviva_UK_AD_2016_April_Car Insurance_Retargeting,2227378,Paused,O-GGF8,AvivaUK_Car_REM_RTB_MSFT_Start Quote,6399941,Paused,VIVAKIAOD_Retargeting,,GBP,77370,87,426.824451,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O-HZNC_Aviva_UK_AD_2016_June_Car Insurance_Retargeting,2352596,Paused,O-HZNC,AvivaUK_Car_REM_RTB_Ebay_Aviva Homepage_excl 728x90,7250127,Paused,VIVAKI AOD_RON_Retargeting,,GBP,26549,3,63.228556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O-L2PP_2016_Aviva_UK_September_Car Insurance_Prospecting,2559539,Paused,O-L2PP,Aviva_PRO_3rd Party_AD_CPA_DBM_RTB_In-Market Auto Insurance_Tablet_AV>50%,8394616,Paused,PBJWFF,Bid Manager Audiences,GBP,41422,46,41.554639,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O-N4YG_2016_Aviva_Car Insurance_Non-Customers_Retargeting_December_5th_AI,2814423,Paused,O-N4YG,Aviva_REM_Site REM_AD_CPA_DMP_DMP_RTB_Non-Existing Customers_End Quote 24-48 Hours_AV>50%,9490374,Active,PCVX37,,GBP,1946,1,7.044397,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O-QR5R_2017_Aviva_Car Insurance_Non-Customers_Prospecting_March,3054350,Paused,O-QR5R,Aviva_PRO_3rd Party_AD_CPA_DBM_RTB_In-Market Data_Desktop_AV>50%,10466950,Active,PFHN44,BlueKai eXelate CrossPixel Lotame VisualDNA Eyeota SIRdata,GBP,7756,4,28.046563,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O-LVP9_2016_Aviva_Car Insurance_Non-Customers_Retargeting_October,2638741,Paused,O-LVP9,AvivaUK_Car_REM_RTB_Yahoo_Car Homepage,8737538,Paused,PC20LH,,GBP,25226,21,86.097196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O-N4YG_2016_Aviva_Car Insurance_Non-Customers_Retargeting_December_5th_AI,2814423,Paused,O-N4YG,Aviva_REM_Site REM_AD_CPA_DMP_DMP_RTB_Non-Existing Customers_End Quote 24 Hours_AV>50%,9490372,Active,PCVX37,,GBP,17034,10,54.448181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O-PLTW_2017_Aviva_Car Insurance_Non-Customers_Prospecting_February,2959863,Paused,O-PLTW,Aviva_PRO_3rd Party_AD_CPA_Visual DNA_RTB_ABC1_Desktop_Peak_AV>50%,10079741,Active,PDVN27,VisualDNA,GBP,15554,2,47.33088,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O-PLTW_2017_Aviva_Car Insurance_Non-Customers_Retargeting_February,2959864,Paused,O-PLTW,Aviva_REM_Activity REM_AD_CPA_RTB_MSN takeover_In Market_AV>50%,10079757,Active,PDVN1Y,BlueKai eXelate CrossPixel Lotame VisualDNA Eyeota SIRdata,GBP,43715,9,125.498575,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O-HFG9_Aviva_UK_AD_2016_May_Car Insurance_Retargeting,2293078,Paused,O-HFG9,AvivaUK_Car_REM_RTB_Other_Car Homepage_AV >60%,6810883,Paused,VIVAKIAOD_Retargeting,,GBP,129943,153,519.264985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O-KF4B_Aviva_UK_AD_2016_August_Car Insurance_Retargeting,2488686,Paused,O-KF4B,AvivaUK_Car_REM_RTB_Other_End Quote 10 minutes,7971966,Paused,VIVAKI AOD_Desktop_Ret argeting,,GBP,17563,8,90.524177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O-N4YG_2016_Aviva_Car Insurance_Non-Customers_Retargeting_December_5th,2814419,Paused,O-N4YG,Aviva_REM_Site REM_AD_CPA_DMP_DMP_RTB_Non-Existing Customers_In Market,9490328,Active,PCVX37,BlueKai eXelate CrossPixel Lotame VisualDNA Eyeota SIRdata,GBP,270,0,0.78571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O-SC7K_2017_Aviva_Car Insurance_Non-Customers_Retargeting_May,3323741,Active,O-SC7K,Aviva_REM_Site REM_AD_CPA_DMP_DMP_RTB_Non-Existing Customers_End Quote 24-48 Hours,11646998,Active,PGNK02,,GBP,14255,3,41.869426,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O-KF4B_Aviva_UK_AD_2016_August_Car Insurance_Retargeting,2488686,Paused,O-KF4B,AvivaUK_Car_REM_RTB_Ebay_End Quote 10 minutes,7971928,Paused,VIVAKI AOD_Desktop_Ret argeting,,GBP,5059,1,23.335623,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O-L2PP_2016_Aviva_UK_September_Car Insurance_Retargeting,2564571,Paused,O-L2PP,AvivaUK_Car_REM_RTB_MSFT_End Quote 10 minutes,8399510,Paused,PBJWFM,,GBP,12690,16,62.52606,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O-LVP9_2016_Aviva_Car Insurance_Non-Customers_Retargeting_October,2638741,Paused,O-LVP9,AvivaUK_Car_REM_RTB_MSFT_Outlook_End Quote,8737504,Paused,PC20LH,,GBP,26201,23,102.308055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O-NR27_2017_Aviva_Car Insurance_Non-Customers_Prospecting_January,2886945,Paused,O-NR27,Aviva_PRO_3rd Party_AD_CPA_DBM_RTB_In-Market Data_Tablet_AV>50%,9761273,Active,PCVX3Q,BlueKai eXelate CrossPixel Lotame VisualDNA Eyeota SIRdata,GBP,208258,573,674.188464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O-GGF8_Aviva_UK_AD_2016_April_Car Insurance_Prospecting,2227377,Paused,O-GGF8,Aviva_Car_REM_RTB_ABC1_Tablet,6399306,Paused,VIVAKI AOD_Prospecting,VisualDNA,GBP,37292,21,138.702099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O-HZNC_Aviva_UK_AD_2016_June_Car Insurance_Retargeting,2352596,Paused,O-HZNC,AvivaUK_Car_REM_RTB_Ebay_End Quote_300x250,7250136,Paused,VIVAKI AOD_RON_Retargeting,,GBP,320911,79,1882.9483,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O-JSGV_Aviva_UK_AD_2016_July_Car Insurance_Prospecting,2428661,Paused,O-JSGV,Aviva_Car_REM_RTB_ABC1_Desktop,7647865,Paused,VIVAKI AOD_Desktop/Tabl et/Mobile_Prospecti ng,VisualDNA,GBP,513763,119,1561.054821,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O-JSGV_Aviva_UK_AD_2016_July_Car Insurance_Retargeting,2428662,Paused,O-JSGV,AvivaUK_Car_REM_RTB_Other_Car Homepage,7648733,Paused,VIVAKI AOD_Desktop_Ret argeting,,GBP,35154,14,73.734746,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O-JSGV_Aviva_UK_AD_2016_July_Car Insurance_Retargeting,2428662,Paused,O-JSGV,AvivaUK_Car_REM_RTB_Top Converter Channel_Start Quote 24 Hours,7648765,Paused,VIVAKI AOD_Desktop_Ret argeting,,GBP,4980,1,21.465748,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O-KF4B_Aviva_UK_AD_2016_August_Car Insurance_Retargeting,2488686,Paused,O-KF4B,AvivaUK_Car_REM_RTB_MSFT_Car Homepage,7971945,Paused,VIVAKI AOD_Desktop_Ret argeting,,GBP,16963,23,56.010087,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O-LVP9_2016_Aviva_Car Insurance_Non-Customers_Retargeting_October,2638741,Paused,O-LVP9,AvivaUK_Car_REM_RTB_Other_MotorGoodThinkingLandingPage,8737522,Paused,PC20LH,,GBP,3451,4,3.948836,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O-ML40_2016_Aviva_Car Insurance_Non-Customers_Retargeting_November,2712512,Paused,O-ML40,Aviva_REM_Site REM_AD_CPA_DMP_DMP_RTB_Non-Existing Customers_Car Product Pages,9110656,Active,PCHC9B,,GBP,186719,92,408.821852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O-QR5R_2017_Aviva_Car Insurance_Non-Customers_Prospecting_March,3054350,Paused,O-QR5R,Aviva_PRO_3rd Party_AD_CPA_DBM_RTB_In-Market Data_Tablet_AV>50%,10466951,Active,PFHN44,BlueKai eXelate CrossPixel Lotame VisualDNA Eyeota SIRdata,GBP,257906,710,914.735336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O-HZNC_Aviva_UK_AD_2016_June_Car Insurance_Retargeting,2352596,Paused,O-HZNC,AvivaUK_Car_REM_RTB_Other_End Quote 24 Hours,7250162,Paused,VIVAKI AOD_RON_Retargeting,,GBP,151275,56,673.219078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O-HFG9_Aviva_UK_AD_2016_May_Car Insurance_Retargeting,2293078,Paused,O-HFG9,AvivaUK_Car_REM_RTB_Top Converter Channel_End Quote 10 minutes,6810906,Paused,VIVAKIAOD_Retargeting,,GBP,2683,0,12.061514,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O-N4YG_2016_Aviva_Car Insurance_Non-Customers_Retargeting_December,2806250,Paused,O-N4YG,Aviva_REM_Site REM_AD_CPA_DMP_DMP_RTB_Non-Existing Customers_Start Quote >24 Hours_AV>50%,9444755,Active,PCVX37,,GBP,91665,48,249.151779,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O-GGF8_Aviva_UK_AD_2016_April_Car Insurance_Retargeting,2227378,Paused,O-GGF8,AvivaUK_Car_REM_RTB_Ebay_End Quote,6399925,Paused,VIVAKIAOD_Retargeting,,GBP,40743,1,105.380795,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O-HFG9_Aviva_UK_AD_2016_May_Car Insurance_Retargeting,2293078,Paused,O-HFG9,AvivaUK_Car_REM_RTB_MSFT_MSN_End Quote,6810561,Paused,VIVAKIAOD_Retargeting,,GBP,123077,52,375.192763,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O-ML40_2016_Aviva_Car Insurance_Non-Customers_Retargeting_November,2712512,Paused,O-ML40,Aviva_REM_Site REM_AD_CPA_DMP_DMP_RTB_Non-Existing Customers_Start Quote 24 Hours_AV>50%,9110673,Active,PCHC9B,,GBP,119199,60,351.204661,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O-N4YG_2016_Aviva_Car Insurance_Non-Customers_Prospecting_December,2806249,Paused,O-N4YG,Aviva_FIL_KEY CON TAR_AM_CPA_CPM_Mobile_AV>50%,9444715,Active,PCVX3Q,,GBP,14628,13,26.203041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O-N4YG_2016_Aviva_Car Insurance_Non-Customers_Prospecting_December_5th,2814418,Paused,O-N4YG,Aviva_PRO_3rd Party_AD_CPA_Multi_RTB_Audience Composition_Quotes_Tablet_AV>50%,9490302,Active,PCVX3Q,BlueKai eXelate AddThis VisualDNA SkimLinks,GBP,17186,15,36.912863,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O-QR5R_2017_Aviva_Car Insurance_Non-Customers_Retargeting_March,3054348,Paused,O-QR5R,Aviva_REM_Site REM_AD_CPA_DMP_DMP_RTB_Non-Existing Customers_Car Product Pages >24 Hours_AV>50%,10592630,Active,PFHN6T,,GBP,81244,39,147.394982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O-KF4B_Aviva_UK_AD_2016_August_Car Insurance_Retargeting,2488686,Paused,O-KF4B,AvivaUK_Car_REM_RTB_MSFT_Outlook_End Quote,7971953,Paused,VIVAKI AOD_Desktop_Ret argeting,,GBP,167850,166,706.536908,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O-L2PP_2016_Aviva_UK_September_Car Insurance_Retargeting,2564571,Paused,O-L2PP,AvivaUK_Car_REM_RTB_Ebay_End Quote 24 Hours,8399491,Paused,PBJWFM,,GBP,24295,4,98.281147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O-LVP9_2016_Aviva_Car Insurance_Non-Customers_Prospecting_October,2637374,Paused,O-LVP9,Aviva_PRO_3rd Party_AM_CPA_Multi_CPM_Audience Composition_Quotes_Mobile_AV>50%,8734039,Paused,PC23K9,BlueKai eXelate AddThis VisualDNA SkimLinks,GBP,96149,102,208.199779,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O-LVP9_2016_Aviva_Car Insurance_Non-Customers_Retargeting_October,2638741,Paused,O-LVP9,AvivaUK_Car_REM_RTB_Other_End Quote,8737514,Paused,PC20LH,,GBP,105693,28,349.426255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O-PLTW_2017_Aviva_Car Insurance_Non-Customers_Retargeting_February,2959864,Paused,O-PLTW,Aviva_REM_Site REM_AD_CPA_DMP_DMP_RTB_Non-Existing Customers_End Quote 24-48 Hours_AV>50%,10079766,Active,PDVN1Y,,GBP,32964,24,109.54172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O-GGF8_Aviva_UK_AD_2016_April_Car Insurance_Retargeting,2227378,Paused,O-GGF8,AvivaUK_Car_REM_RTB_Ebay_Start Quote,6399930,Paused,VIVAKIAOD_Retargeting,,GBP,66017,15,429.573239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O-GGF8_Aviva_UK_AD_2016_April_Car Insurance_Retargeting,2227378,Paused,O-GGF8,AvivaUK_Car_REM_RTB_Other_End Quote_300x250_excl sites,6399953,Paused,VIVAKIAOD_Retargeting,,GBP,171850,61,626.176288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O-GGF8_Aviva_UK_AD_2016_April_Car Insurance_Retargeting,2227378,Paused,O-GGF8,AvivaUK_Car_REM_RTB_Top Converter Channel_Start Quote 24 Hours,6399964,Paused,VIVAKIAOD_Retargeting,,GBP,3020,0,13.433963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O-GGF8_Aviva_UK_AD_2016_April_Car Insurance_Retargeting,2227378,Paused,O-GGF8,AvivaUK_Car_REM_RTB_Yahoo Homepage_End Quote_48 Hours,6399968,Paused,VIVAKIAOD_Retargeting,,GBP,6434,3,43.403915,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O-HFG9_Aviva_UK_AD_2016_May_Car Insurance_Retargeting,2293078,Paused,O-HFG9,AvivaUK_Car_REM_RTB_Other_TelegraphMotorPartnership,6810901,Paused,VIVAKIAOD_Retargeting,,GBP,154847,21,607.015972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O-HZNC_Aviva_UK_AD_2016_June_Car Insurance_Retargeting,2352596,Paused,O-HZNC,AvivaUK_Car_REM_RTB_Other_Aviva Homepage_AV>60%,7250152,Paused,VIVAKI AOD_RON_Retargeting,,GBP,96116,41,441.090536,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O-N4YG_2016_Aviva_Car Insurance_Non-Customers_Prospecting_December,2806249,Paused,O-N4YG,Aviva_FIL_KEY CON TAR_AD_CPA_RTB_Tablet_AV>50%,9444714,Active,PCVX3Q,,GBP,66270,126,156.876345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O-QR5R_2017_Aviva_Car Insurance_Non-Customers_Prospecting_March,3054350,Paused,O-QR5R,Aviva_FIL_KEY CON TAR_AM_CPA_CPM_Mobile_AV>50%,10466949,Active,PFHN44,,GBP,141154,144,351.698391,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O-RK1W_2017_Aviva_Car Insurance_Existing Customers_Retargeting_April,3191759,Paused,O-RK1W,Aviva_REM_Site REM_AD_CPA_DMP_DMP_RTB_Existing Customers (non UKDI)_Viewed Car pages 24 Hours,11227552,Active,PG0J8W,,GBP,16404,4,52.521181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O-HZNC_Aviva_UK_AD_2016_June_Car Insurance_Prospecting,2352595,Paused,O-HZNC,Aviva_Car_REM_RTB_ABC1_Desktop_Peak,7249593,Paused,VIVAKI AOD_RON_Prospecting ABC1 22-25,VisualDNA,GBP,857694,227,2536.390624,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O-HZNC_Aviva_UK_AD_2016_June_Car Insurance_Retargeting,2352596,Paused,O-HZNC,AvivaUK_Car_REM_RTB_Yahoo_Start Quote_24 Hours,7250298,Paused,VIVAKI AOD_RON_Retargeting,,GBP,7937,7,36.07164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O-L2PP_2016_Aviva_UK_September_Car Insurance_Retargeting,2564571,Paused,O-L2PP,AvivaUK_Car_REM_RTB_Top Converter Channel_End Quote 10 minutes,8399573,Paused,PBJWFM,,GBP,10731,1,71.317716,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O-GGF8_Aviva_UK_AD_2016_April_Car Insurance_Retargeting,2227378,Paused,O-GGF8,AvivaUK_Car_REM_RTB_Ebay_End Quote 10 minutes,6399926,Paused,VIVAKIAOD_Retargeting,,GBP,2469,2,12.449065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O-GGF8_Aviva_UK_AD_2016_April_Car Insurance_Retargeting,2227378,Paused,O-GGF8,AvivaUK_Car_REM_RTB_Other_End Quote_728x90_excl sites,6399954,Paused,VIVAKIAOD_Retargeting,,GBP,55628,15,180.659635,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O-KF4B_Aviva_UK_AD_2016_August_Car Insurance_Retargeting,2488686,Paused,O-KF4B,AvivaUK_Car_REM_RTB_Top Converter Channel_Start Quote 24 Hours,7971992,Paused,VIVAKI AOD_Desktop_Ret argeting,,GBP,4730,1,23.196761,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O-KPDH_2016_Aviva_Car_Aug-Sep_TrueView,2510435,Paused,O-KPDH,Aviva_PRO_DEMO & Topic_AV_VR_DBM_DBM_CPCV_15th-21st Aug,640127959,Active,PB73T4,,GBP,307336,255,3370.355021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O-N4YG_2016_Aviva_Car Insurance_Non-Customers_Prospecting_December_5th,2814418,Paused,O-N4YG,Aviva_PRO_3rd Party_AM_CPA_DBM_CPM_In-Market Google_Mobile_AV>50%,9490312,Active,PCVX3Q,Bid Manager Audiences,GBP,20692,42,48.438709,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O-N4YG_2016_Aviva_Car Insurance_Non-Customers_Prospecting_December_5th_AI,2814422,Paused,O-N4YG,Aviva_PRO_3rd Party_AD_CPA_DBM_RTB_In-Market Data_Desktop_AV>50%,9490345,Active,PCVX3Q,BlueKai eXelate CrossPixel Lotame VisualDNA Eyeota SIRdata,GBP,58675,7,135.930051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O-GGF8_Aviva_UK_AD_2016_April_Car Insurance_Retargeting,2227378,Paused,O-GGF8,AvivaUK_Car_REM_RTB_Other_Car Homepage,6399945,Paused,VIVAKIAOD_Retargeting,,GBP,25275,18,51.914054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O-GGF8_Aviva_UK_AD_2016_April_Car Insurance_Retargeting,2227378,Paused,O-GGF8,AvivaUK_Car_REM_RTB_Yahoo_Start Quote_24 Hours,6399978,Paused,VIVAKIAOD_Retargeting,,GBP,4098,2,20.930193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O-HFG9_Aviva_UK_AD_2016_May_Car Insurance_Retargeting,2293078,Paused,O-HFG9,AvivaUK_Car_REM_RTB_Top Converter Channel_End Quote 48 Hours,6810908,Paused,VIVAKIAOD_Retargeting,,GBP,5832,1,39.997955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O-JSGV_Aviva_UK_AD_2016_July_Car Insurance_Retargeting,2428662,Paused,O-JSGV,AvivaUK_Car_REM_RTB_Yahoo_End Quote_10 minutes,7648775,Paused,VIVAKI AOD_Desktop_Ret argeting,,GBP,4253,2,23.476591,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O-KF4B_Aviva_UK_AD_2016_August_Car Insurance_Retargeting,2488686,Paused,O-KF4B,AvivaUK_Car_REM_RTB_Other_Aviva Homepage,7971958,Paused,VIVAKI AOD_Desktop_Ret argeting,,GBP,184284,38,528.978514,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O-N4YG_2016_Aviva_Car Insurance_Non-Customers_Prospecting_December_5th_AI,2814422,Paused,O-N4YG,Aviva_PRO_3rd Party_AD_CPA_Visual DNA_RTB_ABC1_Desktop_AV>50%,9490354,Active,PCVX3Q,VisualDNA,GBP,25903,3,72.426455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O-PLTW_2017_Aviva_Car Insurance_Non-Customers_Retargeting_February,2959864,Paused,O-PLTW,Aviva_REM_Activity REM_AD_CPA_RTB_MSN takeover_In Market,10079756,Active,PDVN1Y,BlueKai eXelate CrossPixel Lotame VisualDNA Eyeota SIRdata,GBP,15878,1,41.551648,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O-RK1W_2017_Aviva_Car Insurance_Existing Customers_Retargeting_April,3191759,Paused,O-RK1W,Aviva_REM_Site REM_AD_CPA_DMP_DMP_RTB_Existing Customers (non UKDI)_End Quote 24 Hours,11227547,Active,PG0J8W,,GBP,45338,19,131.433161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O-JSGV_Aviva_UK_AD_2016_July_Car Insurance_Retargeting,2428662,Paused,O-JSGV,AvivaUK_Car_REM_RTB_Top Converter Channel_Start Quote,7648764,Paused,VIVAKI AOD_Desktop_Ret argeting,,GBP,25783,5,122.82373,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O-LVP9_2016_Aviva_Car Insurance_Non-Customers_Prospecting_October,2637374,Paused,O-LVP9,Aviva_PRO_3rd Party_AD_CPA_DBM_RTB_In-Market Auto Insurance_Tablet_AV>50%,8734027,Paused,PC23K9,Bid Manager Audiences,GBP,79414,93,126.177745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O-QR5R_2017_Aviva_Car Insurance_Non-Customers_Prospecting_March,3054350,Paused,O-QR5R,Aviva_PRO_3rd Party_AD_CPA_Multi_RTB_Audience Composition_Sales_Desktop_AV>50%,10466956,Active,PFHN44,BlueKai eXelate AddThis Lotame VisualDNA,GBP,257646,57,699.409811,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O-QR5R_2017_Aviva_Car Insurance_Non-Customers_Prospecting_March,3054350,Paused,O-QR5R,Aviva_PRO_3rd Party_AD_CPA_Visual DNA_RTB_ABC1_Desktop_Monday_AV>50%,10466959,Active,PFHN44,VisualDNA,GBP,17020,2,53.201857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O-L2PP_2016_Aviva_UK_September_Car Insurance_Retargeting,2564571,Paused,O-L2PP,AvivaUK_Car_REM_RTB_MSFT_Start Quote,8399518,Paused,PBJWFM,,GBP,138185,133,608.417327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O-QR5R_2017_Aviva_Car Insurance_Non-Customers_Prospecting_March,3054350,Paused,O-QR5R,Aviva_PRO_3rd Party_AD_CPA_Multi_RTB_Audience Composition_Quotes_Tablet_AV>50%,10466955,Active,PFHN44,BlueKai eXelate AddThis VisualDNA SkimLinks,GBP,186170,279,457.555256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O-HFG9_Aviva_UK_AD_2016_May_Car Insurance_Retargeting,2293078,Paused,O-HFG9,AvivaUK_Car_REM_RTB_Yahoo_Aviva Homepage,6810917,Paused,VIVAKIAOD_Retargeting,,GBP,10879,3,29.760107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O-HZNC_Aviva_UK_AD_2016_June_Car Insurance_Retargeting,2352596,Paused,O-HZNC,AvivaUK_Car_REM_RTB_MSFT_Car Homepage,7250143,Paused,VIVAKI AOD_RON_Retargeting,,GBP,100359,96,334.766814,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O-JSGV_Aviva_UK_AD_2016_July_Car Insurance_Retargeting,2428662,Paused,O-JSGV,AvivaUK_Car_REM_RTB_Top Converter Channel_End Quote 10 minutes,7648758,Paused,VIVAKI AOD_Desktop_Ret argeting,,GBP,10203,2,50.074906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
